Text,org_class
At least one network termination point should be provided in a suitable position at each new dwelling erected.,subjective
A fixed electrical supply for the network termination point and associated distribution equipment should be provided at the network termination point.,subjective
Evidence that the chosen network operators are suitable should be provided.,subjective
"If the cost of connection to a gigabit-capable public electronic communications network exceeds the cost cap, developers can consider the network operators quotes for the slower connections.",subjective
NOTE: Any financial contribution from the network operator should be deducted from the cost of providing the relevant connection.,subjective
"The cost of providing a connection to a gigabit-capable public electronic communications network exceeds the cost cap, with accompanying quotes provided by the suitable network operators.",subjective
The area of windows and roof windows (but excluding display windows) within the area served exceeds 40 of the facade area.,numerical
"Both:the area of rooflights exceeds 20 of the area of the roof, and the design solar load exceeds 25W/m2.",combined
The design solar load should be reduced by at least 20%.,combined
The effective g-value should be no worse than 0.3.,subjective
"The relationship between the kitchen, dining and living areas should be convenient and step-free.",combined
"Where a single common discharge pipe serves more than one system, it should be at least one pipe size larger than the largest individual discharge pipe (D2) to be connected.",combined
"Unit length should be measured through midline of the worktop, not the front or rear edge.",combined
"Gradients should be as shallow as practicable, as steep gradients create difficulties for some wheelchair users who lack the strength to propel themselves up a slope or have difficulty in slowing down or stopping when descending.",combined
Every single bedroom has a minimum floor area of 8.5m2 and is at least 2.4m wide.,combined
The design solar load should be reduced by at least 20%.,combined
"The approach route should be safe and convenient, adopt the shallowest gradient that can reasonably be achieved and be step-free, irrespective of the storey on which the dwelling is located.",combined
"For sliding doors and gates, provide both of the following: (i) a stop or other effective means to prevent them coming off the end of the track; (ii) a retaining rail to prevent doors and gates falling if the suspension system fails or the rollers leave the track.",combined
"Where a single common discharge pipe serves more than one system, it should be at least one pipe size larger than the largest individual discharge pipe (D2) to be connected.",combined
"Gradients should be as shallow as practicable, as steep gradients create difficulties for some wheelchair users who lack the strength to propel themselves up a slope or have difficulty in slowing down or stopping when descending.",combined
"For sliding doors and gates, provide both of the following: (i) a stop or other effective means to prevent them coming off the end of the track; (ii) a retaining rail to prevent doors and gates falling if the suspension system fails or the rollers leave the track.",combined
"Both:the area of rooflights exceeds 20 of the area of the roof, and the design solar load exceeds 25W/m2.",combined
"If the cost of connection to a gigabit-capable public electronic communications network exceeds the cost cap, developers can consider the network operators quotes for the slower connections.",combined
"Where the gradient of the approach, whether over its whole length or in part, is 1:20 or steeper, that part of the approach should be designed as ramped access.",combined
"Handrails should be set at heights that are convenient for all users of the building and should extend safely beyond the top and bottom of a flight of steps, or a ramp, to give both stability and warning of the presence of a change in level.",combined
"Where a single common discharge pipe serves more than one system, it should be at least one pipe size larger than the largest individual discharge pipe (D2) to be connected.",combined
"Similarly, where a shower is not to be provided or where a waste disposal unit, a water softener or water reuse is to be provided.",combined
"The dwelling is wheelchair adaptable such that key parts of the accommodation, including sanitary facilities and kitchens, could be easily altered to meet the needs of a wheelchair user or, where required by a local planning authority, the dwelling is wheelchair accessible.",combined
There is a minimum of 400mm of worktop to at least one side of the oven and fridge or fridge freezer where this is taller than the worktop height (or to one side of a pair of tall appliances where they are located together at the end of a run).,combined
"All walls, ducts and boxings to every WC/cloakroom, bath and shower room are strong enough to support grab rails, seats and other adaptations that could impose a load of 1.5kN/m2.",combined
"Where the gradient of the approach, whether over its whole length or in part, is 1:20 or steeper, that part of the approach should be designed as ramped access.",combined
"Both:the area of rooflights exceeds 20 of the area of the roof, and the design solar load exceeds 25W/m2.",combined
,combined
"For a building that contains more than one dwelling for example a block of flats or a terrace of houses an average target primary energy rate, target emission rate and target fabric energy efficiency rate may be calculated as an alternative to individual target rates for each dwelling.",combined
"Where it is not reasonable to achieve a step-free approach route to the principal private entrance, a step-free approach route should be provided to a suitable alternative private entrance instead.",combined
"Where a single common discharge pipe serves more than one system, it should be at least one pipe size larger than the largest individual discharge pipe (D2) to be connected.",combined
"Where a single common discharge pipe serves more than one system, it should be at least one pipe size larger than the largest individual discharge pipe (D2) to be connected.",combined
"For taps, where there are separate hot and cold water taps, the flow rate of each tap should be entered separately as two tap types to calculate the average flow rate.",combined
"If the cost of connection to a gigabit-capable public electronic communications network exceeds the cost cap, developers can consider the network operators quotes for the slower connections.",combined
"Where it is not reasonable to achieve a step-free approach route to the principal private entrance, a step-free approach route should be provided to a suitable alternative private entrance instead.",combined
"Similarly, where a shower is not to be provided or where a waste disposal unit, a water softener or water reuse is to be provided.",combined
"For a building that contains more than one dwelling for example a block of flats or a terrace of houses an average target primary energy rate, target emission rate and target fabric energy efficiency rate may be calculated as an alternative to individual target rates for each dwelling.",combined
"The approach route should be safe and convenient, adopt the shallowest gradient that can reasonably be achieved and be step-free, irrespective of the storey on which the dwelling is located.",combined
"Both:the area of rooflights exceeds 20 of the area of the roof, and the design solar load exceeds 25W/m2.",combined
"Reasonable provision shall be made for the conservation of fuel and power in buildings by: (a) limiting heat gains and losses (i) through thermal elements and other parts of the building fabric; and (ii) from pipes, ducts and vessels used for space heating, space cooling and hot water services; (b) providing fixed building services which (i) are energy efficient to a reasonable standard; (ii) have effective controls; and (iii) are commissioned by testing and adjusting as necessary to ensure they use no more fuel and power than is reasonable in the circumstances.",combined
A copy of the completed commissioning sheet should be given to the owner of the building.,combined
"Gradients should be as shallow as practicable, as steep gradients create difficulties for some wheelchair users who lack the strength to propel themselves up a slope or have difficulty in slowing down or stopping when descending.",combined
"In exceptional circumstances in an existing building, a wheelchair platform stairlift may be considered, provided its installation does not conflict with requirements for means of escape.",combined
"If the cost of installing the required electric vehicle charge point and cable routes for electric vehicle charge points exceeds 7% of the total cost of the major renovation (a) such a building is exempt from the requirement to install the electric vehicle charge point; and (b) cable routes for electric vehicle charge points must be installed in a minimum of one fifth of the total number of parking spaces, except where the cost of that installation exceeds 7% of the total cost of the major renovation.",combined
"Where alternative sources of water are to be used in the dwelling design, this should be reflected in the estimate of water use.",combined
"For a building that contains more than one dwelling for example a block of flats or a terrace of houses an average target primary energy rate, target emission rate and target fabric energy efficiency rate may be calculated as an alternative to individual target rates for each dwelling.",combined
"Where a single common discharge pipe serves more than one system, it should be at least one pipe size larger than the largest individual discharge pipe (D2) to be connected.",combined
"In all cases, roof insulation should be continuous with wall insulation.",combined
"Where alternative sources of water are to be used in the dwelling design, this should be reflected in the estimate of water use.",combined
"If the cost of installing the required electric vehicle charge points and cable routes for electric vehicle charge points exceeds 7% of the total cost of the major renovation(a) the residential building is exempt from the requirement to install any electric vehicle charge point; (b) cable routes for electric vehicle charge points must be installed in all associated parking spaces, except where the cost of that installation exceeds 7% of the total cost of the major renovation.",combined
"Where it is not reasonable to achieve a step-free approach route to the principal private entrance, a step-free approach route should be provided to a suitable alternative private entrance instead.",combined
,combined
A copy of the completed commissioning sheet should be given to the owner of the building.,combined
"For taps, where there are separate hot and cold water taps, the flow rate of each tap should be entered separately as two tap types to calculate the average flow rate.",combined
"Where it is not reasonable to achieve a step-free approach route to the principal private entrance, a step-free approach route should be provided to a suitable alternative private entrance instead.",combined
The design solar load should be reduced by at least 20%.,combined
"If the cost of installing the required electric vehicle charge point and cable routes for electric vehicle charge points exceeds 7% of the total cost of the major renovation (a) such a building is exempt from the requirement to install the electric vehicle charge point; and (b) cable routes for electric vehicle charge points must be installed in a minimum of one fifth of the total number of parking spaces, except where the cost of that installation exceeds 7% of the total cost of the major renovation.",combined
"Reasonable provision shall be made for the conservation of fuel and power in buildings by: (a) limiting heat gains and losses (i) through thermal elements and other parts of the building fabric; and (ii) from pipes, ducts and vessels used for space heating, space cooling and hot water services; (b) providing fixed building services which (i) are energy efficient to a reasonable standard; (ii) have effective controls; and (iii) are commissioned by testing and adjusting as necessary to ensure they use no more fuel and power than is reasonable in the circumstances.",combined
"Unit length should be measured through midline of the worktop, not the front or rear edge.",combined
"in an existing building, for the principal or main staff entrance or entrances to be accessible, an alternative accessible entrance should be provided.",combined
"Where alternative sources of water are to be used in the dwelling design, this should be reflected in the estimate of water use.",combined
"If the cost of installing the required electric vehicle charge point and cable routes for electric vehicle charge points exceeds 7% of the total cost of the major renovation (a) such a building is exempt from the requirement to install the electric vehicle charge point; and (b) cable routes for electric vehicle charge points must be installed in a minimum of one fifth of the total number of parking spaces, except where the cost of that installation exceeds 7% of the total cost of the major renovation.",combined
As many electric vehicle charge points as can be accommodated within the existing power supply should be installed.,combined
"The discharge pipe D2 should be at least one pipe size larger than the nominal outlet size of the safety device unless its total equivalent hydraulic resistance exceeds that of a straight pipe 9m long, i.e. for discharge pipes between 9m and 18m the equivalent resistance length should be at least two sizes larger than the nominal outlet size of the safety device; between 18 and 27m at least 3 sizes larger, and so on; bends must be taken into account in calculating  the flow resistance.",combined
"Where alternative sources of water are to be used in the dwelling design, this should be reflected in the estimate of water use.",combined
"The provision made must be sufficient to (a) meet the needs of occupants with differing needs, including some older or disabled people; and (b) to allow adaptation of the dwelling to meet the changing needs of occupants over time.",combined
"For sliding doors and gates, provide both of the following: (i) a stop or other effective means to prevent them coming off the end of the track; (ii) a retaining rail to prevent doors and gates falling if the suspension system fails or the rollers leave the track.",combined
"For taps, where there are separate hot and cold water taps, the flow rate of each tap should be entered separately as two tap types to calculate the average flow rate.",combined
"Where a single common discharge pipe serves more than one system, it should be at least one pipe size larger than the largest individual discharge pipe (D2) to be connected.",combined
"Gradients should be as shallow as practicable, as steep gradients create difficulties for some wheelchair users who lack the strength to propel themselves up a slope or have difficulty in slowing down or stopping when descending.",combined
The provision made must be sufficient to (a) allow simple adaptation of the dwelling to meet the needs of occupants who use wheelchairs; or (b)  meet the needs of occupants who use wheelchairs.,combined
"The relationship between the kitchen, dining and living areas should be convenient and step-free.",combined
The design solar load should be reduced by at least 20%.,combined
The annual energy savings should be estimated using the National Calculation Methodology Modelling Guide.,combined
"in an existing building, for the principal or main staff entrance or entrances to be accessible, an alternative accessible entrance should be provided.",combined
"If the cost of installing the required electric vehicle charge points and cable routes for electric vehicle charge points exceeds 7% of the total cost of the major renovation(a) the residential building is exempt from the requirement to install any electric vehicle charge point; (b) cable routes for electric vehicle charge points must be installed in all associated parking spaces, except where the cost of that installation exceeds 7% of the total cost of the major renovation.",combined
"The dwelling is wheelchair adaptable such that key parts of the accommodation, including sanitary facilities and kitchens, could be easily altered to meet the needs of a wheelchair user or, where required by a local planning authority, the dwelling is wheelchair accessible.",combined
"The approach route should be safe and convenient for everyone, be at the shallowest gradient that can reasonably be achieved, and be stepfree, irrespective of the storey on which the dwelling is located.",combined
"If the cost of installing the required electric vehicle charge point and cable routes for electric vehicle charge points exceeds 7% of the total cost of the major renovation (a) such a building is exempt from the requirement to install the electric vehicle charge point; and (b) cable routes for electric vehicle charge points must be installed in a minimum of one fifth of the total number of parking spaces, except where the cost of that installation exceeds 7% of the total cost of the major renovation.",combined
"Similarly, where a shower is not to be provided or where a waste disposal unit, a water softener or water reuse is to be provided.",combined
"The relationship between the kitchen, dining and living areas should be convenient and step-free.",combined
"Vertical strapping may be omitted if the roof: a. has a pitch of 15 or more, and b. is tiled or slated, and c. is of a type known by local experience to be resistant to wind gusts, and d. has main timber members spanning onto the supported wall at not more than 1.2m centres.",combined
"For a building that contains more than one dwelling for example a block of flats or a terrace of houses an average target primary energy rate, target emission rate and target fabric energy efficiency rate may be calculated as an alternative to individual target rates for each dwelling.",combined
"Manual controls, where provided, should be within reasonable reach of the occupants.",combined
"Where a single common discharge pipe serves more than one system, it should be at least one pipe size larger than the largest individual discharge pipe (D2) to be connected.",combined
Every single bedroom has a minimum floor area of 8.5m2 and is at least 2.4m wide.,combined
"Gradients should be as shallow as practicable, as steep gradients create difficulties for some wheelchair users who lack the strength to propel themselves up a slope or have difficulty in slowing down or stopping when descending.",combined
"in an existing building, for the principal or main staff entrance or entrances to be accessible, an alternative accessible entrance should be provided.",combined
"Where alternative sources of water are to be used in the dwelling design, this should be reflected in the estimate of water use.",combined
"Vertical strapping may be omitted if the roof: a. has a pitch of 15 or more, and b. is tiled or slated, and c. is of a type known by local experience to be resistant to wind gusts, and d. has main timber members spanning onto the supported wall at not more than 1.2m centres.",combined
"Reasonable provision shall be made for the conservation of fuel and power in buildings by: (a) limiting heat gains and losses (i) through thermal elements and other parts of the building fabric; and (ii) from pipes, ducts and vessels used for space heating, space cooling and hot water services; (b) providing fixed building services which (i) are energy efficient to a reasonable standard; (ii) have effective controls; and (iii) are commissioned by testing and adjusting as necessary to ensure they use no more fuel and power than is reasonable in the circumstances.",combined
"Both:the area of rooflights exceeds 20 of the area of the roof, and the design solar load exceeds 25W/m2.",combined
"Where it is not reasonable to achieve a step-free approach route to the principal private entrance, a step-free approach route should be provided to a suitable alternative private entrance instead.",combined
The annual energy savings should be estimated using the National Calculation Methodology Modelling Guide.,combined
"Where a gigabit-capable public electronic communications network connection is not being installed because a connection is not offered within the 2000 cost cap, developers should work with network operators to provide the next fastest broadband connection which can be installed without exceeding the 2000 cost cap.",combined
"Any system/unit used to supply dwellings with water from alternative sources should be subject to a risk assessment by the system designer and manufacturer, and appropriate testing carried out to demonstrate that any risks have been suitably addressed.",combined
"The discharge pipe D2 should be at least one pipe size larger than the nominal outlet size of the safety device unless its total equivalent hydraulic resistance exceeds that of a straight pipe 9m long, i.e. for discharge pipes between 9m and 18m the equivalent resistance length should be at least two sizes larger than the nominal outlet size of the safety device; between 18 and 27m at least 3 sizes larger, and so on; bends must be taken into account in calculating  the flow resistance.",combined
"Both:the area of rooflights exceeds 20 of the area of the roof, and the design solar load exceeds 25W/m2.",combined
"Gradients should be as shallow as practicable, as steep gradients create difficulties for some wheelchair users who lack the strength to propel themselves up a slope or have difficulty in slowing down or stopping when descending.",combined
"For taps, where there are separate hot and cold water taps, the flow rate of each tap should be entered separately as two tap types to calculate the average flow rate.",combined
"For sliding doors and gates, provide both of the following: (i) a stop or other effective means to prevent them coming off the end of the track; (ii) a retaining rail to prevent doors and gates falling if the suspension system fails or the rollers leave the track.",combined
"If the cost of connection to a gigabit-capable public electronic communications network exceeds the cost cap, developers can consider the network operators quotes for the slower connections.",combined
"If the cost of installing the required electric vehicle charge points and cable routes for electric vehicle charge points exceeds 7% of the total cost of the major renovation(a) the residential building is exempt from the requirement to install any electric vehicle charge point; (b) cable routes for electric vehicle charge points must be installed in all associated parking spaces, except where the cost of that installation exceeds 7% of the total cost of the major renovation.",combined
"Gradients should be as shallow as practicable, as steep gradients create difficulties for some wheelchair users who lack the strength to propel themselves up a slope or have difficulty in slowing down or stopping when descending.",combined
"The approach route should be safe and convenient for everyone, be at the shallowest gradient that can reasonably be achieved, and be stepfree, irrespective of the storey on which the dwelling is located.",combined
The provision made must be sufficient to (a) allow simple adaptation of the dwelling to meet the needs of occupants who use wheelchairs; or (b)  meet the needs of occupants who use wheelchairs.,combined
"For a building that contains more than one dwelling for example a block of flats or a terrace of houses an average target primary energy rate, target emission rate and target fabric energy efficiency rate may be calculated as an alternative to individual target rates for each dwelling.",combined
"If the cost of installing the required electric vehicle charge points and cable routes for electric vehicle charge points exceeds 7% of the total cost of the major renovation(a) the residential building is exempt from the requirement to install any electric vehicle charge point; (b) cable routes for electric vehicle charge points must be installed in all associated parking spaces, except where the cost of that installation exceeds 7% of the total cost of the major renovation.",combined
"The cost of providing a connection to a gigabit-capable public electronic communications network exceeds the cost cap, with accompanying quotes provided by the suitable network operators.",combined
"Vertical strapping may be omitted if the roof: a. has a pitch of 15 or more, and b. is tiled or slated, and c. is of a type known by local experience to be resistant to wind gusts, and d. has main timber members spanning onto the supported wall at not more than 1.2m centres.",combined
"There must be a suitable installation for the provision of heated wholesome water or heated softened wholesome water to: (a) any washbasin or bidet provided in or adjacent to a room containing a sanitary convenience; (b) any washbasin, bidet, fixed bath and shower in a bathroom; and (c) any sink provided in any area where food is prepared.",combined
"Where alternative sources of water are to be used in the dwelling design, this should be reflected in the estimate of water use.",combined
There is a minimum of 400mm of worktop to at least one side of the oven and fridge or fridge freezer where this is taller than the worktop height (or to one side of a pair of tall appliances where they are located together at the end of a run).,combined
"There must be a suitable installation for the provision of heated wholesome water or heated softened wholesome water to: (a) any washbasin or bidet provided in or adjacent to a room containing a sanitary convenience; (b) any washbasin, bidet, fixed bath and shower in a bathroom; and (c) any sink provided in any area where food is prepared.",combined
"If the cost of connection to a gigabit-capable public electronic communications network exceeds the cost cap, developers can consider the network operators quotes for the slower connections.",combined
"All walls, ducts and boxings to every WC/cloakroom, bath and shower room are strong enough to support grab rails, seats and other adaptations that could impose a load of 1.5kN/m2.",combined
"Similarly, where a shower is not to be provided or where a waste disposal unit, a water softener or water reuse is to be provided.",combined
"In all cases, roof insulation should be continuous with wall insulation.",combined
"The dwelling is wheelchair adaptable such that key parts of the accommodation, including sanitary facilities and kitchens, could be easily altered to meet the needs of a wheelchair user or, where required by a local planning authority, the dwelling is wheelchair accessible.",combined
"Manual controls, where provided, should be within reasonable reach of the occupants.",combined
"The approach route should be safe and convenient, adopt the shallowest gradient that can reasonably be achieved and be step-free, irrespective of the storey on which the dwelling is located.",combined
"Where a single common discharge pipe serves more than one system, it should be at least one pipe size larger than the largest individual discharge pipe (D2) to be connected.",combined
"The cost of providing a connection to a gigabit-capable public electronic communications network exceeds the cost cap, with accompanying quotes provided by the suitable network operators.",combined
,combined
"Manual controls, where provided, should be within reasonable reach of the occupants.",combined
"Manual controls, where provided, should be within reasonable reach of the occupants.",combined
,combined
"In exceptional circumstances in an existing building, a wheelchair platform stairlift may be considered, provided its installation does not conflict with requirements for means of escape.",combined
,combined
"The approach route should be safe and convenient, adopt the shallowest gradient that can reasonably be achieved and be step-free, irrespective of the storey on which the dwelling is located.",combined
"The cost of providing a connection to a gigabit-capable public electronic communications network exceeds the cost cap, with accompanying quotes provided by the suitable network operators.",combined
"The discharge pipe D2 should be at least one pipe size larger than the nominal outlet size of the safety device unless its total equivalent hydraulic resistance exceeds that of a straight pipe 9m long, i.e. for discharge pipes between 9m and 18m the equivalent resistance length should be at least two sizes larger than the nominal outlet size of the safety device; between 18 and 27m at least 3 sizes larger, and so on; bends must be taken into account in calculating  the flow resistance.",combined
"Both:the area of rooflights exceeds 20 of the area of the roof, and the design solar load exceeds 25W/m2.",combined
"The relationship between the kitchen, dining and living areas should be convenient and step-free.",combined
"The cost of providing a connection to a gigabit-capable public electronic communications network exceeds the cost cap, with accompanying quotes provided by the suitable network operators.",combined
"Any system/unit used to supply dwellings with water from alternative sources should be subject to a risk assessment by the system designer and manufacturer, and appropriate testing carried out to demonstrate that any risks have been suitably addressed.",combined
The design solar load should be reduced by at least 20%.,combined
"There must be a suitable installation for the provision of heated wholesome water or heated softened wholesome water to: (a) any washbasin or bidet provided in or adjacent to a room containing a sanitary convenience; (b) any washbasin, bidet, fixed bath and shower in a bathroom; and (c) any sink provided in any area where food is prepared.",combined
"The discharge pipe D2 should be at least one pipe size larger than the nominal outlet size of the safety device unless its total equivalent hydraulic resistance exceeds that of a straight pipe 9m long, i.e. for discharge pipes between 9m and 18m the equivalent resistance length should be at least two sizes larger than the nominal outlet size of the safety device; between 18 and 27m at least 3 sizes larger, and so on; bends must be taken into account in calculating  the flow resistance.",combined
"in an existing building, for the principal or main staff entrance or entrances to be accessible, an alternative accessible entrance should be provided.",combined
The annual energy savings should be estimated using the National Calculation Methodology Modelling Guide.,combined
The design solar load should be reduced by at least 20%.,combined
"For sliding doors and gates, provide both of the following: (i) a stop or other effective means to prevent them coming off the end of the track; (ii) a retaining rail to prevent doors and gates falling if the suspension system fails or the rollers leave the track.",combined
"If the cost of connection to a gigabit-capable public electronic communications network exceeds the cost cap, developers can consider the network operators quotes for the slower connections.",combined
,combined
"Reasonable provision shall be made for the conservation of fuel and power in buildings by: (a) limiting heat gains and losses (i) through thermal elements and other parts of the building fabric; and (ii) from pipes, ducts and vessels used for space heating, space cooling and hot water services; (b) providing fixed building services which (i) are energy efficient to a reasonable standard; (ii) have effective controls; and (iii) are commissioned by testing and adjusting as necessary to ensure they use no more fuel and power than is reasonable in the circumstances.",combined
"The approach route should be safe and convenient for everyone, be at the shallowest gradient that can reasonably be achieved, and be stepfree, irrespective of the storey on which the dwelling is located.",combined
"Reasonable provision shall be made for the conservation of fuel and power in buildings by: (a) limiting heat gains and losses (i) through thermal elements and other parts of the building fabric; and (ii) from pipes, ducts and vessels used for space heating, space cooling and hot water services; (b) providing fixed building services which (i) are energy efficient to a reasonable standard; (ii) have effective controls; and (iii) are commissioned by testing and adjusting as necessary to ensure they use no more fuel and power than is reasonable in the circumstances.",combined
"The provision made must be sufficient to (a) meet the needs of occupants with differing needs, including some older or disabled people; and (b) to allow adaptation of the dwelling to meet the changing needs of occupants over time.",combined
,combined
"If the cost of installing the required electric vehicle charge points and cable routes for electric vehicle charge points exceeds 7% of the total cost of the major renovation(a) the residential building is exempt from the requirement to install any electric vehicle charge point; (b) cable routes for electric vehicle charge points must be installed in all associated parking spaces, except where the cost of that installation exceeds 7% of the total cost of the major renovation.",combined
"Similarly, where a shower is not to be provided or where a waste disposal unit, a water softener or water reuse is to be provided.",combined
"Where a single common discharge pipe serves more than one system, it should be at least one pipe size larger than the largest individual discharge pipe (D2) to be connected.",combined
"Where a gigabit-capable public electronic communications network connection is not being installed because a connection is not offered within the 2000 cost cap, developers should work with network operators to provide the next fastest broadband connection which can be installed without exceeding the 2000 cost cap.",combined
"Where a single common discharge pipe serves more than one system, it should be at least one pipe size larger than the largest individual discharge pipe (D2) to be connected.",combined
"If the cost of installing the required electric vehicle charge point and cable routes for electric vehicle charge points exceeds 7% of the total cost of the major renovation (a) such a building is exempt from the requirement to install the electric vehicle charge point; and (b) cable routes for electric vehicle charge points must be installed in a minimum of one fifth of the total number of parking spaces, except where the cost of that installation exceeds 7% of the total cost of the major renovation.",combined
"Both:the area of rooflights exceeds 20 of the area of the roof, and the design solar load exceeds 25W/m2.",combined
A copy of the completed commissioning sheet should be given to the owner of the building.,combined
The annual energy savings should be estimated using the National Calculation Methodology Modelling Guide.,combined
"Where ties are used to connect piers to walls they should be flat, 20mm x 3mm in cross section, be in stainless steel in accordance with paragraph 2C19, be placed in pairs and be spaced at not more than 300mm centre vertically.",combined
"The discharge pipe D2 should be at least one pipe size larger than the nominal outlet size of the safety device unless its total equivalent hydraulic resistance exceeds that of a straight pipe 9m long, i.e. for discharge pipes between 9m and 18m the equivalent resistance length should be at least two sizes larger than the nominal outlet size of the safety device; between 18 and 27m at least 3 sizes larger, and so on; bends must be taken into account in calculating  the flow resistance.",combined
"Similarly, where a shower is not to be provided or where a waste disposal unit, a water softener or water reuse is to be provided.",combined
"Manual controls, where provided, should be within reasonable reach of the occupants.",combined
"Where alternative sources of water are to be used in the dwelling design, this should be reflected in the estimate of water use.",combined
"Reasonable provision shall be made for the conservation of fuel and power in buildings by: (a) limiting heat gains and losses (i) through thermal elements and other parts of the building fabric; and (ii) from pipes, ducts and vessels used for space heating, space cooling and hot water services; (b) providing fixed building services which (i) are energy efficient to a reasonable standard; (ii) have effective controls; and (iii) are commissioned by testing and adjusting as necessary to ensure they use no more fuel and power than is reasonable in the circumstances.",combined
"In exceptional circumstances in an existing building, a wheelchair platform stairlift may be considered, provided its installation does not conflict with requirements for means of escape.",combined
"If the cost of installing the required electric vehicle charge point and cable routes for electric vehicle charge points exceeds 7% of the total cost of the major renovation (a) such a building is exempt from the requirement to install the electric vehicle charge point; and (b) cable routes for electric vehicle charge points must be installed in a minimum of one fifth of the total number of parking spaces, except where the cost of that installation exceeds 7% of the total cost of the major renovation.",combined
"The cost of providing a connection to a gigabit-capable public electronic communications network exceeds the cost cap, with accompanying quotes provided by the suitable network operators.",combined
"Where alternative sources of water are to be used in the dwelling design, this should be reflected in the estimate of water use.",combined
"Where alternative sources of water are to be used in the dwelling design, this should be reflected in the estimate of water use.",combined
"The provision made must be sufficient to (a) meet the needs of occupants with differing needs, including some older or disabled people; and (b) to allow adaptation of the dwelling to meet the changing needs of occupants over time.",combined
"If the cost of installing the required electric vehicle charge points and cable routes for electric vehicle charge points exceeds 7% of the total cost of the major renovation(a) the residential building is exempt from the requirement to install any electric vehicle charge point; (b) cable routes for electric vehicle charge points must be installed in all associated parking spaces, except where the cost of that installation exceeds 7% of the total cost of the major renovation.",combined
"For sliding doors and gates, provide both of the following: (i) a stop or other effective means to prevent them coming off the end of the track; (ii) a retaining rail to prevent doors and gates falling if the suspension system fails or the rollers leave the track.",combined
"The provision made must be sufficient to (a) meet the needs of occupants with differing needs, including some older or disabled people; and (b) to allow adaptation of the dwelling to meet the changing needs of occupants over time.",combined
The annual energy savings should be estimated using the National Calculation Methodology Modelling Guide.,combined
"Where a gigabit-capable public electronic communications network connection is not being installed because a connection is not offered within the 2000 cost cap, developers should work with network operators to provide the next fastest broadband connection which can be installed without exceeding the 2000 cost cap.",combined
A copy of the completed commissioning sheet should be given to the owner of the building.,combined
"The discharge pipe D2 should be at least one pipe size larger than the nominal outlet size of the safety device unless its total equivalent hydraulic resistance exceeds that of a straight pipe 9m long, i.e. for discharge pipes between 9m and 18m the equivalent resistance length should be at least two sizes larger than the nominal outlet size of the safety device; between 18 and 27m at least 3 sizes larger, and so on; bends must be taken into account in calculating  the flow resistance.",combined
"The approach route should be safe and convenient for everyone, be at the shallowest gradient that can reasonably be achieved, and be stepfree, irrespective of the storey on which the dwelling is located.",combined
"If the cost of installing the required electric vehicle charge points and cable routes for electric vehicle charge points exceeds 7% of the total cost of the major renovation(a) the residential building is exempt from the requirement to install any electric vehicle charge point; (b) cable routes for electric vehicle charge points must be installed in all associated parking spaces, except where the cost of that installation exceeds 7% of the total cost of the major renovation.",combined
The annual energy savings should be estimated using the National Calculation Methodology Modelling Guide.,combined
"If the cost of installing the required electric vehicle charge points and cable routes for electric vehicle charge points exceeds 7% of the total cost of the major renovation(a) the residential building is exempt from the requirement to install any electric vehicle charge point; (b) cable routes for electric vehicle charge points must be installed in all associated parking spaces, except where the cost of that installation exceeds 7% of the total cost of the major renovation.",combined
A copy of the completed commissioning sheet should be given to the owner of the building.,combined
"Where it is not reasonable to achieve a step-free approach route to the principal private entrance, a step-free approach route should be provided to a suitable alternative private entrance instead.",combined
Every single bedroom has a minimum floor area of 8.5m2 and is at least 2.4m wide.,combined
"The dwelling is wheelchair adaptable such that key parts of the accommodation, including sanitary facilities and kitchens, could be easily altered to meet the needs of a wheelchair user or, where required by a local planning authority, the dwelling is wheelchair accessible.",combined
The provision made must be sufficient to (a) allow simple adaptation of the dwelling to meet the needs of occupants who use wheelchairs; or (b)  meet the needs of occupants who use wheelchairs.,combined
"Any system/unit used to supply dwellings with water from alternative sources should be subject to a risk assessment by the system designer and manufacturer, and appropriate testing carried out to demonstrate that any risks have been suitably addressed.",combined
"If the cost of connection to a gigabit-capable public electronic communications network exceeds the cost cap, developers can consider the network operators quotes for the slower connections.",combined
"Both:the area of rooflights exceeds 20 of the area of the roof, and the design solar load exceeds 25W/m2.",combined
"Where the gradient of the approach, whether over its whole length or in part, is 1:20 or steeper, that part of the approach should be designed as ramped access.",combined
The annual energy savings should be estimated using the National Calculation Methodology Modelling Guide.,combined
"Where alternative sources of water are to be used in the dwelling design, this should be reflected in the estimate of water use.",combined
"Where ties are used to connect piers to walls they should be flat, 20mm x 3mm in cross section, be in stainless steel in accordance with paragraph 2C19, be placed in pairs and be spaced at not more than 300mm centre vertically.",combined
"If the cost of connection to a gigabit-capable public electronic communications network exceeds the cost cap, developers can consider the network operators quotes for the slower connections.",combined
"Where alternative sources of water are to be used in the dwelling design, this should be reflected in the estimate of water use.",combined
Every single bedroom has a minimum floor area of 8.5m2 and is at least 2.4m wide.,combined
"If the cost of connection to a gigabit-capable public electronic communications network exceeds the cost cap, developers can consider the network operators quotes for the slower connections.",combined
