example_id,content,metadata,tagged_sentence,relation_type
99a53f17-48cb-4012-a47b-700761e0983b,Where a new building which is not a residential building or a mixed-use building has more than 10 parking spaces (a) one of those parking spaces must have access to one electric vehicle charge point; and (b) cable routes for electric vehicle charge points must be installed in a minimum of one fifth of the total number of remaining parking spaces.,{'ID': '61_UK_DocS_InfrastructureForChargingOfElectricalVehicles'},Where a new <e1>building</e1> which is not a residential building or a mixed-use building has more than 10 parking spaces (a) one of those parking spaces must have access to one electric vehicle charge point; and (b) <e2>cable routes</e2> for electric vehicle charge points must be installed in a minimum of one fifth of the total number of remaining parking spaces.,none
46f5be2a-1514-420b-bc39-331fc6e0d2df,"The dwelling primary energy rate, dwelling emission rate and dwelling fabric energy efficiency rate, all calculated using the measured air permeability, must not be higher than the target primary energy rate, target emission rate and target fabric energy efficiency rate, respectively.",{'ID': '356_UK_DocL_V1_ConsrvationOfFuelAndPower'},"The dwelling primary energy rate, dwelling emission rate and <e1>dwelling fabric energy efficiency rate</e1>, all calculated using the measured air permeability, must not be higher than the target primary energy rate, target emission rate and <e2>target fabric energy efficiency rate</e2>, respectively.",less-equal
922bf8df-3a70-4f45-8c04-200b638d3b3c,The cold water pipe shall be designed and installed so that the temperature in the cold water system may not exceed 20 degrees Celsius.,{'ID': '59_Finnish_Health-WaterAndSewerage'},The cold water pipe shall be <e1>designed and installed</e1> so that the temperature in the <e2>cold water system</e2> may not exceed 20 degrees Celsius.,selection
03bdab65-fc14-4101-add9-f26c25f41e82,A drainage point shall be equipped with a cleansable water seal.,{'ID': '134_Finnish_Health-WaterAndSewerage'},A drainage point shall be equipped with a <e1>cleansable</e1> <e2>water seal</e2>.,selection
8e5e9560-4b22-4fe0-ad86-e52b82ffe4d2,"When  calculating  the  energy  consumption  of  a  buildings  cooling  system,  the  energy consumption of cooling energy production and the electrical energy consumption of auxiliary units  shall  be  taken  into  account  where  the  use  of  the  systems  is  required  for  indoor temperature control.",{'ID': '111_Finnish_EnergyEfficiency'},"When calculating the energy consumption of a buildings cooling system, the energy consumption of cooling energy production and the electrical <e1>energy consumption</e1> of <e2>auxiliary units</e2> shall be taken into account where the use of the systems is required for indoor temperature control.",part-of
3c0a8ccb-d813-40fb-b69b-88250d3bc4ec,These fittings should not exceed a centre pane U-value of 1.2W/(m2K).,{'ID': '118_UK_DocL_V1_ConsrvationOfFuelAndPower'},These fittings should not exceed a <e1>centre pane U-value</e1> of <e2>1.2W/(m2K)</e2>.,less-equal
3f7c10d1-d801-4351-bc85-187cf8cffeb3,The water vapour resistance and air tightness of external walls and their various layers as well as the structures attached to the external wall and joints to the external wall must prevent the accumulation of moisture content of wall structures from internal water vapour diffusion or convection that is harmful from the viewpoint of moisture performance of structures.,{'ID': '96_Finnish_Health-Humidity'},The <e1>water vapour resistance</e1> and air tightness of external walls and their various layers as well as the <e2>structures</e2> attached to the external wall and joints to the external wall must prevent the accumulation of moisture content of wall structures from internal water vapour diffusion or convection that is harmful from the viewpoint of moisture performance of structures.,part-of
451e7c91-d39f-4401-a0e3-5ab455ab0442,"The approach route should be level, gently sloping, or, where necessary, ramped.",{'ID': '15_UK_DocM_V1_AccessAndUseOfBuildings'},"The <e1>approach route</e1> should be <e2>level, gently sloping, or, where necessary, ramped</e2>.",necessity
533762d6-e592-494d-a08b-a0817b5b4f9f,"If there are associated parking spaces where there is not a requirement to install electric vehicle charge points, cable routes must be installed in all remaining associated parking spaces.",{'ID': '50_UK_DocS_InfrastructureForChargingOfElectricalVehicles'},"If there are associated <e1>parking spaces</e1> where there is <e2>not a requirement to install electric vehicle charge points</e2>, cable routes must be installed in all remaining associated parking spaces.",selection
db734798-9e42-4fe1-900c-77d4e6131809,"The main doors for entering a dwelling (usually the front door) should have a door viewer unless other means exist to see callers, such as clear glass within the door or a window next to the doorset.",{'ID': '11_UK_DocQ_Security_Dwellings'},"The main doors for entering a dwelling (usually the front door) should have a door viewer unless other means exist to see callers, such as clear glass within the door or a <e1>window</e1> <e2>next to the doorset</e2>.",selection
6c789809-b1b8-429a-8fe2-8ce16f8a4b54,Air flows in the continuous working area of a parking garage for motor vehicles shall be designed so that the instantaneous carbon monoxide concentration does not exceed 7 mg/m3 (6 ppm).,{'ID': '62_Finnish_Health-IndoorClimateAndVentilation'},Air flows in the continuous working area of a parking garage <e1>for motor vehicles</e1> shall be designed so that the instantaneous carbon monoxide concentration does not exceed <e2>7 mg/m3 (6 ppm)</e2>.,none
23cff3c3-1251-4c5f-9fd9-8f52d25eb494,Gasfired boilers and multi-stage oilfired boilers with an output of more than 500kW should have fully modulating burner controls.,{'ID': '252_UK_DocM_V2_AccessAndUseOfBuildings'},<e1>Gasfired boilers</e1> and multi-stage oilfired boilers with an output of more than 500kW should have <e2>fully modulating burner controls</e2>.,necessity
569c7958-b7d6-4b9c-9dd9-13307e95e59b,"For ducted systems that are served by fans with a design flow rate greater than 1m3/s, ductwork leakage tests should be carried out.",{'ID': '385_UK_DocM_V2_AccessAndUseOfBuildings'},"For ducted systems that are served by fans with a design flow rate greater than 1m3/s, <e1>ductwork leakage tests</e1> should be <e2>carried out</e2>.",necessity
fb1da22f-8ddb-4399-b441-64dca68da9af,"If a lift or other device for moving between levels is installed in the exit of an existing building, the dwellings exit may be no less than 850 millimetres wide.",{'ID': '218_Finnish_FireSafety'},"If a lift or other device for moving between levels is installed in the exit of an existing <e1>building</e1>, the dwellings exit may be no less than <e2>850 millimetres</e2> wide.",none
3724fd47-22f7-432c-81a2-1abcb95c7df2,"The total number of ventilators installed in a dwellings habitable rooms and kitchens should be no fewer than five, except in one bedroom properties, where there should be no fewer than four.",{'ID': '96_UK_DocF_V1_Ventilation'},"The <e1>total number of ventilators</e1> installed in a dwellings habitable rooms and <e2>kitchens</e2> should be no fewer than five, except in one bedroom properties, where there should be no fewer than four.",part-of
54907849-c48f-4267-b5f0-fc7e9279da7c,"For existing dwellings, when carrying out work on an existing system, such as installing or replacing components (e.g. replacing a boiler but retaining the pipework and heat emitters), the energy performance of the new components should be assessed.",{'ID': '409_UK_DocL_V1_ConsrvationOfFuelAndPower'},"For existing dwellings, when carrying out work on an existing system, such as installing or replacing components (e.g. replacing a boiler but retaining the pipework and heat emitters), the <e1>energy performance</e1> of the new components should be <e2>assessed</e2>.",necessity
1de9d3e5-dee3-42c9-b929-80b7936f1642,The lift shall provide access to the entrance level and each level with entry to a dwelling or a space serving the use of the building.,{'ID': '33_Finnish_Accessibility'},The lift shall provide access to the entrance level and each <e1>level with entry</e1> to a dwelling or a space <e2>serving the use of the building</e2>.,none
d0927095-9e43-4ce4-a740-d5df69dc1dc3,"If the air flows of extract air categories 1 and 2 are combined into the same duct and category 2 air flow accounts for more than 10 of the combined air flow, the combined air flow is classified under category 2.",{'ID': '84_Finnish_Health-IndoorClimateAndVentilation'},"If the <e1>air flows</e1> of extract air categories <e2>1</e2> and 2 are combined into the same duct and category 2 air flow accounts for more than 10 of the combined air flow, the combined air flow is classified under category 2.",none
e505b13c-7b62-4857-aa2d-544dc986e9c0,"For dwellings, for external tapered steps and stairs that are part of the building the going of each step should be a minimum of 280mm.",{'ID': '18_UK_DocK_ProtectionFromFalling'},"For dwellings, for external tapered <e1>steps</e1> and stairs that are part of the building the going of each <e2>step</e2> should be a minimum of 280mm.",none
a2f3a871-91d5-4777-95c9-4744792b3a69,"in an existing building, for the principal or main staff entrance or entrances to be accessible, an alternative accessible entrance should be provided.",{'ID': '61_UK_DocM_V2_AccessAndUseOfBuildings'},"in an existing building, for the principal or main staff entrance or entrances to be accessible, an alternative <e1>accessible</e1> <e2>entrance</e2> should be provided.",selection
b02f9b87-d934-4c2f-8a59-b3b8c0a7be17,"Instantaneous or snapshot CO2 readings can be misleading, so several measurements should be taken throughout the day.",{'ID': '124_UK_DocF_V2_Ventilation'},"Instantaneous or snapshot CO2 readings can be misleading, so <e1>several</e1> <e2>measurements</e2> should be taken throughout the day.",selection
2af8ee5f-9d05-4023-9365-d093ebdfba1f,"Where building work is carried out in a kitchen or bathroom, any existing fans (including cooker hoods, where they extract to the outside) should be retained or replaced.",{'ID': '168_UK_DocF_V1_Ventilation'},"Where building work is carried out in a kitchen or <e1>bathroom</e1>, any existing <e2>fans (including cooker hoods, where they extract to the outside)</e2> should be retained or replaced.",none
ebc429f0-cb90-41ab-9a11-401a2ddc7bad,"For continuous mechanical ventilation systems, such as continuous mechanical extract ventilation or mechanical ventilation with heat recovery, the system should be balanced to achieve design air flow rates at each room terminal.",{'ID': '268_UK_DocF_V1_Ventilation'},"For continuous mechanical ventilation systems, such as continuous <e1>mechanical</e1> <e2>extract ventilation</e2> or mechanical ventilation with heat recovery, the system should be balanced to achieve design air flow rates at each room terminal.",selection
517253f8-98b1-4821-8901-75124d3237db,"Consideration should be given to the provision of a second handrail on stairs in a wide range of building types, and particularly in schools, for use by children and people of short stature.",{'ID': '59_UK_DocM_V2_AccessAndUseOfBuildings'},"<e1>Consideration</e1> should be given to the provision of a second <e2>handrail</e2> on stairs in a wide range of building types, and particularly in schools, for use by children and people of short stature.",selection
9c9a27b6-b4be-4946-854a-c46ee812140c,"In general, accessible bedrooms should be no less advantageously situated than other bedrooms.",{'ID': '142_UK_DocM_V2_AccessAndUseOfBuildings'},"In general, accessible <e1>bedrooms</e1> should be <e2>no less advantageously situated than other bedrooms</e2>.",necessity
89811586-c819-4eb5-99f5-c4fcefdb9520,Fixed or linked seats must be arranged as rows of seating with an access route on the side of the rows.,{'ID': '107_Finnish_SafetyOfUse'},<e1>Fixed</e1> or linked <e2>seats</e2> must be arranged as rows of seating with an access route on the side of the rows.,selection
6d5428cc-90c2-477e-b20e-978a6d1cd403,Edge columns and walls shall be tied to every floor and roof.,{'ID': '186_Finnish_StabilityOfStructures'},Edge <e1>columns</e1> and walls shall be <e2>tied to every floor and roof</e2>.,necessity
39a37d5e-3361-43b9-a209-e5cd45918abc,"For mixed-use buildings which have parking spaces within a covered car park, any requirements to install electric vehicle charge points or cable routes must first be applied to those parking spaces outside the covered car park.",{'ID': '95_UK_DocS_InfrastructureForChargingOfElectricalVehicles'},"For mixed-use buildings which have parking spaces within a covered car park, any <e1>requirements</e1> to install electric vehicle charge points or cable routes must <e2>first be applied to those parking spaces outside the covered car park</e2>.",necessity
7f49ccb1-ce2c-47eb-8b22-2c8e806e5d88,The resilient layer should be to the full height of the door and 600mm either side of the doorset.,{'ID': '15_UK_DocQ_Security_Dwellings'},The resilient layer should be to the full height of the door and 600mm <e1>either side</e1> of the <e2>doorset</e2>.,part-of
c145afb4-469c-49a7-a14f-167094cf055e,People should be able to appreciate easily where to place their feet by highlighting nosings and avoiding open rises.,{'ID': '54_UK_DocM_V2_AccessAndUseOfBuildings'},<e1>People</e1> should be able to <e2>appreciate easily where to place their feet by highlighting nosings and avoiding open rises</e2>.,necessity
19478a13-7457-4dd3-a394-744f826db7b0,"The handle to at least one window in the principal living area is 700-1000mm above floor level, unless fitted with a remote opening device that is within this height range.",{'ID': '127_UK_DocM_V1_AccessAndUseOfBuildings'},"The handle to at least one window in the <e1>principal</e1> <e2>living area</e2> is 700-1000mm above floor level, unless fitted with a remote opening device that is within this height range.",selection
0f2dbc3b-0f3e-444e-a688-ed8faebd1226,Seats must be fixed to a base if the floor of the seating area is sloped or if there are level differences between the floors of the respective rows of seats.,{'ID': '105_Finnish_SafetyOfUse'},Seats must be fixed to a base if the <e1>floor</e1> of the seating area is <e2>sloped</e2> or if there are level differences between the floors of the respective rows of seats.,selection
0aaf71f0-a482-4a72-a407-0d6db79c7f6f,"In a building consisting primarily of one storey, no more than 200 m2 of fire-compartmented and no more than 50 m2 of non-fire-compartmented areas that essentially relate to the business of the building may be located on the level of second storey.",{'ID': '69_Finnish_FireSafety'},"In a building <e1>consisting primarily of one storey</e1>, no more than <e2>200 m2</e2> of fire-compartmented and no more than 50 m2 of non-fire-compartmented areas that essentially relate to the business of the building may be located on the level of second storey.",none
2c725d50-13d5-4e77-bacf-9f174530e27c,The energy efficiency of historic and traditional buildings should be improved only if doing so will not cause long-term deterioration of the buildings fabric or fittings.,{'ID': '17_UK_DocM_V2_AccessAndUseOfBuildings'},The energy efficiency of <e1>historic</e1> and traditional <e2>buildings</e2> should be improved only if doing so will not cause long-term deterioration of the buildings fabric or fittings.,selection
e2f06254-ca46-4471-89c7-ebef89a4d93d,"Where used, passive stack ventilation terminals should be located in the ceiling.",{'ID': '50_UK_DocF_V2_Ventilation'},"Where used, <e1>passive stack ventilation</e1> <e2>terminals</e2> should be located in the ceiling.",selection
835d8fad-7a27-4299-aa38-a5b1771a6779,"In large building complexes, such as retail parks and large sports centres, there should be one wheelchair-accessible unisex toilet capable of including an adult changing table.",{'ID': '178_UK_DocM_V2_AccessAndUseOfBuildings'},"In large building complexes, such as retail parks and large sports centres, there should be one wheelchair-accessible unisex <e1>toilet</e1> <e2>capable of including an adult changing table</e2>.",selection
50e89a86-e2be-439d-b230-79274cd7199b,Modular and portable buildings with a planned service life of more than two years at a single location should be shown to comply with the energy efficiency requirements.,{'ID': '81_UK_DocM_V2_AccessAndUseOfBuildings'},Modular and portable <e1>buildings</e1> with a planned <e2>service life</e2> of more than two years at a single location should be shown to comply with the energy efficiency requirements.,part-of
3cbfb816-4071-496e-aec2-87d424df047f,Wheelchair users and ambulant disabled people should be able to wash or bathe either independently or with assistance from others.,{'ID': '181_UK_DocM_V2_AccessAndUseOfBuildings'},<e1>Wheelchair users</e1> and ambulant disabled people should be <e2>able to wash or bathe either independently or with assistance from others</e2>.,necessity
9b329413-b6d6-4953-9b34-c82d3a2e9c44,"Before a new heating appliance is installed, all central heating and primary hot water circuits should be thoroughly cleaned and flushed out.",{'ID': '216_UK_DocM_V2_AccessAndUseOfBuildings'},"Before a new heating appliance is installed, all <e1>central heating</e1> and primary hot water circuits should be <e2>thoroughly cleaned and flushed out</e2>.",necessity
ef4f54b6-1099-4404-9fa2-d0c0d5e55543,The dwelling primary energy rate must not exceed the individual dwellings target primary energy rate.,{'ID': '64_UK_DocL_V1_ConsrvationOfFuelAndPower'},The <e1>dwelling primary energy rate</e1> must not exceed the individual dwellings <e2>target primary energy rate</e2>.,less-equal
5869233a-4fc0-48bf-9007-2b0c9a169fef,"A building shall, if its size, number of storeys or an intended purpose of a premises within the building so requires, be divided into fire compartments in order to restrict the spread of fire and smoke, to provide safe evacuation and to facilitate rescue and extinguishing measures.",{'ID': '100_Finnish_FireSafety'},"A building shall, if its size, number of storeys or an intended purpose of a premises within the building so requires, be <e1>divided into fire compartments</e1> in order to <e2>restrict the spread of fire and smoke</e2>, to provide safe evacuation and to facilitate rescue and extinguishing measures.",selection
99a53f17-48cb-4012-a47b-700761e0983b,Where a new building which is not a residential building or a mixed-use building has more than 10 parking spaces (a) one of those parking spaces must have access to one electric vehicle charge point; and (b) cable routes for electric vehicle charge points must be installed in a minimum of one fifth of the total number of remaining parking spaces.,{'ID': '61_UK_DocS_InfrastructureForChargingOfElectricalVehicles'},Where a new building which is not a residential building or a mixed-use building has more than 10 parking spaces (a) <e1>one</e1> of those <e2>parking spaces</e2> must have access to one electric vehicle charge point; and (b) cable routes for electric vehicle charge points must be installed in a minimum of one fifth of the total number of remaining parking spaces.,equal
3ca5cb38-b90b-4449-ba14-4268866df8e1,The water heater is close to the draw-off points and has a storage capacity no greater than 100 litres.,{'ID': '463_UK_DocM_V2_AccessAndUseOfBuildings'},The <e1>water heater</e1> is close to the draw-off points and has a <e2>storage capacity</e2> no greater than 100 litres.,part-of
517253f8-98b1-4821-8901-75124d3237db,"Consideration should be given to the provision of a second handrail on stairs in a wide range of building types, and particularly in schools, for use by children and people of short stature.",{'ID': '59_UK_DocM_V2_AccessAndUseOfBuildings'},"Consideration should be given to the provision of a second <e1>handrail</e1> on <e2>stairs</e2> in a wide range of building types, and particularly in schools, for use by children and people of short stature.",part-of
3ac96918-764f-403d-a588-37b5f4a16f46,"For absorption chillers used in conjunction with onsite CHP or a district heat network or community heating system, the CO2 emissions and primary energy should be calculated in the same way as when using CHP for heating.",{'ID': '284_UK_DocM_V2_AccessAndUseOfBuildings'},"For absorption chillers used in conjunction with onsite CHP or a district heat network or community heating system, the CO2 emissions and <e1>primary energy</e1> should be <e2>calculated in the same way as when using CHP for heating</e2>.",necessity
3f7c10d1-d801-4351-bc85-187cf8cffeb3,The water vapour resistance and air tightness of external walls and their various layers as well as the structures attached to the external wall and joints to the external wall must prevent the accumulation of moisture content of wall structures from internal water vapour diffusion or convection that is harmful from the viewpoint of moisture performance of structures.,{'ID': '96_Finnish_Health-Humidity'},The water vapour resistance and air tightness of <e1>external</e1> walls and their various layers as well as the structures attached to the external wall and joints to the <e2>external</e2> wall must prevent the accumulation of moisture content of wall structures from internal water vapour diffusion or convection that is harmful from the viewpoint of moisture performance of structures.,none
8e83d841-dcab-479c-a131-a5ce80cd416d,The fan speed should be set to achieve the desired continuous flow rate.,{'ID': '197_UK_DocF_V1_Ventilation'},The fan <e1>speed</e1> should be <e2>set to achieve the desired continuous flow rate</e2>.,necessity
67657794-a272-4ab2-9b19-df29e9d24844,Ground floors and external walls: the wall-to-floor junctions should be detailed to achieve continuity of insulation.,{'ID': '160_UK_DocL_V1_ConsrvationOfFuelAndPower'},<e1>Ground floors</e1> and external walls: the <e2>wall-to-floor junctions</e2> should be detailed to achieve continuity of insulation.,part-of
d2b6e6e7-1545-4d84-ae81-e136edd3be74,A handrail must be designed and shaped so that it allows a firm grip.,{'ID': '56_Finnish_SafetyOfUse'},A <e1>handrail</e1> must be <e2>designed and shaped</e2> so that it allows a firm grip.,necessity
51517a5d-dd11-41b9-b44b-36d87b959127,The presence of the door should be apparent not only when it is shut but also when it is open.,{'ID': '77_UK_DocM_V2_AccessAndUseOfBuildings'},The <e1>presence</e1> of the door should be apparent not only when it is shut but also when it is <e2>open</e2>.,none
0aaf71f0-a482-4a72-a407-0d6db79c7f6f,"In a building consisting primarily of one storey, no more than 200 m2 of fire-compartmented and no more than 50 m2 of non-fire-compartmented areas that essentially relate to the business of the building may be located on the level of second storey.",{'ID': '69_Finnish_FireSafety'},"In a <e1>building</e1> consisting primarily of one storey, no more than 200 m2 of fire-compartmented and no more than 50 m2 of non-fire-compartmented <e2>areas</e2> that essentially relate to the business of the building may be located on the level of second storey.",part-of
b63dcef6-1840-4e9e-ad51-f8fc481fe856,"The wall ties should have a horizontal spacing of 900mm and a vertical spacing of 450mm, or alternatively should be spaced such that the number of wall ties per square metre is not less than 2.5 ties/m2.",{'ID': '36_UK_DocA_Structure'},"The wall ties should have a <e1>horizontal spacing</e1> of <e2>900mm</e2> and a vertical spacing of 450mm, or alternatively should be spaced such that the number of wall ties per square metre is not less than 2.5 ties/m2.",equal
746c2a1e-aa29-4913-b431-c415290a9f4b,controls should be inspected to ensure that the following have been achieved.,{'ID': '220_UK_DocF_V1_Ventilation'},<e1>controls</e1> should be <e2>inspected to ensure that the following have been achieved</e2>.,necessity
8bb9aee2-a950-4a65-a715-287035906789,"Spaces of a non-residential building and common spaces of a residential building as well as the fixtures, fittings and fixed equipment in them shall be suitable for persons with mobility and functional impairment.",{'ID': '27_Finnish_Accessibility'},"Spaces of a non-residential building and common spaces of a residential building as well as the <e1>fixtures, fittings and fixed equipment</e1> in them shall be <e2>suitable for persons with mobility and functional impairment</e2>.",necessity
bde1697a-20c9-4f15-a63c-5be323a058c1,Any connection of two or more air handling units to the same duct or chamber shall be designed so that the pressures of the rooms or the directions of air flow between the rooms and in the ductworks do not change when the air flows of the units are being controlled.,{'ID': '90_Finnish_Health-IndoorClimateAndVentilation'},Any connection of two or more air handling units to the same duct or chamber shall be designed so that the pressures of the rooms or the <e1>directions</e1> of <e2>air flow</e2> between the rooms and in the ductworks do not change when the air flows of the units are being controlled.,part-of
dd056285-1aa4-4c6d-94ac-b911458cb7ea,"Where any of the parking spaces for new buildings other than residential or mixed-use buildings are in a covered car park, the requirement to install an electric vehicle charge point should be met by installing a charge point in a parking space that is not within a covered car park.",{'ID': '70_UK_DocS_InfrastructureForChargingOfElectricalVehicles'},"Where any of the parking spaces for new <e1>buildings</e1> <e2>other than residential or mixed-use buildings</e2> are in a covered car park, the requirement to install an electric vehicle charge point should be met by installing a charge point in a parking space that is not within a covered car park.",selection
aa41a5d4-c0b1-4da7-84a0-5c2e2738654f,The total number of ventilators installed in the dwellings habitable rooms and kitchens should be at least the following: Five ventilators if the dwelling has more than one bedroom.,{'ID': '89_UK_DocF_V1_Ventilation'},The total number of ventilators installed in the <e1>dwellings</e1> <e2>habitable rooms</e2> and kitchens should be at least the following: Five ventilators if the dwelling has more than one bedroom.,part-of
05864826-21ef-4ae7-9af8-2aaeffc7267a,Modular and portable buildings with a planned service life of more than two years but with an intended time of use in a single location of less than two years should be shown to comply with the energy efficiency requirements.,{'ID': '83_UK_DocM_V2_AccessAndUseOfBuildings'},Modular and portable buildings with a planned <e1>service life</e1> of more than two years but with an intended time of use in a single location of less than <e2>two years</e2> should be shown to comply with the energy efficiency requirements.,none
f7cfdf57-28f3-4d23-90bf-ec2268e14bac,"Ramps, steps, thresholds and differences in levels in passageways must be clearly indicated using lighting and surface brightness contrasts or warning signs.",{'ID': '65_Finnish_SafetyOfUse'},"Ramps, steps, thresholds and <e1>differences</e1> in <e2>levels</e2> in passageways must be clearly indicated using lighting and surface brightness contrasts or warning signs.",part-of
3f7b1106-06a0-4c3f-a01d-e275421775ac,That background ventilators allow fresh air into the home and should be left open.,{'ID': '228_UK_DocF_V1_Ventilation'},That <e1>background ventilators</e1> allow fresh air into the home and should be <e2>left open</e2>.,necessity
726e23c9-02a3-4c56-98d0-8981b7ce877b,"In the construction of a new building as well as in repair and alteration work corresponding to the construction of a new building, the premises to be fitted with a floor drain shall be: 1. showers and bathrooms as well as wash rooms in connection with saunas; 2. laundry room; 3. heat distribution room; 4. ventilation unit room; 5. toilet facility intended for public use; 6. technical utility room with a possibility to water damage; 7. car wash facility; 8. special facilities cleansed by water rinsing.",{'ID': '126_Finnish_Health-WaterAndSewerage'},"In the construction of a new building as well as in repair and alteration work corresponding to the construction of a new building, the premises to be fitted with a floor drain shall be: 1. showers and bathrooms as well as <e1>wash rooms</e1> <e2>in connection with saunas</e2>; 2. laundry room; 3. heat distribution room; 4. ventilation unit room; 5. toilet facility intended for public use; 6. technical utility room with a possibility to water damage; 7. car wash facility; 8. special facilities cleansed by water rinsing.",selection
86831830-e7f0-4b90-aa27-dc0542b7ba4d,"If a residential block of flats does not have a lift, the stairs between floor levels must have natural light and at least one intermediate landing.",{'ID': '18_Finnish_SafetyOfUse'},"If a residential block of flats does not have a lift, the stairs between floor levels must have natural light and at least <e1>one</e1> <e2>intermediate landing</e2>.",greater-equal
a86b58e8-046f-44b7-8e1b-00c876c8c647,"Parapets in categories A to E and panel parts of walls acting as parapets, as well as their fasteners, shall be designed to the concentrated load Qk = 0.3 kN acting on a random spot.",{'ID': '30_Finnish_StabilityOfStructures'},"Parapets in categories A to E and <e1>panel parts</e1> of walls acting as parapets, as well as their fasteners, shall be <e2>designed to the concentrated load Qk = 0.3 kN acting on a random spot</e2>.",necessity
5ca184fa-e100-4f97-957d-e37ae944786f,The cost of installing electric vehicle charge points and cable routes is not more than 7% of the total capital cost of the major renovation.,{'ID': '51_UK_DocS_InfrastructureForChargingOfElectricalVehicles'},The <e1>cost</e1> of <e2>installing electric vehicle charge points and cable routes</e2> is not more than 7% of the total capital cost of the major renovation.,selection
b6b19c38-b160-475d-b01d-e3880ca00ab2,"Where necessary, flexible ducts may be used for final connections, but their lengths should be kept to a minimum.",{'ID': '31_UK_DocF_V2_Ventilation'},"Where necessary, <e1>flexible ducts</e1> may be used for final <e2>connections</e2>, but their lengths should be kept to a minimum.",necessity
993e54cc-49c3-43cb-995e-1a951c93c775,"When a warning sign is not posted, the areas shall be designed to an axle load Qk and also to an axle group load equal to 190 kN.",{'ID': '25_Finnish_StabilityOfStructures'},"When a warning sign is not posted, the areas shall be designed to an axle load Qk and also to an <e1>axle group load</e1> equal to <e2>190 kN</e2>.",equal
8207751f-13b8-4fe3-9bfe-4423093d4905,A  building  with  dwellings  or  accommodation  or  patient  rooms  shall  be  designed  and implemented so that the reverberation time of the staircase and exit route is no more than 1.3 seconds.,{'ID': '26_Finnish_AcousticEnvironment'},A building with <e1>dwellings</e1> or accommodation or patient rooms shall be designed and implemented so that the reverberation time of the <e2>staircase</e2> and exit route is no more than 1.3 seconds.,none
1ebce0c9-705c-47ee-8429-e83cfbed72db,"All walls, ducts and boxings to every WC/cloakroom, bath and shower room are strong enough to support grab rails, seats and other adaptations that could impose a load of 1.5kN/m2.",{'ID': '103_UK_DocM_V1_AccessAndUseOfBuildings'},"All <e1>walls</e1>, ducts and boxings to every <e2>WC/cloakroom</e2>, bath and shower room are strong enough to support grab rails, seats and other adaptations that could impose a load of 1.5kN/m2.",part-of
6075de3c-d339-4ba4-9945-990480975615,"Where a kitchen and living room accommodation are not separate rooms (i.e. open plan), no fewer than three ventilators of the same equivalent area as for other habitable rooms should be provided within the open-plan space.",{'ID': '94_UK_DocF_V1_Ventilation'},"Where a kitchen and living room accommodation are not separate rooms (i.e. open plan), no fewer than three <e1>ventilators</e1> <e2>of the same equivalent area as for other habitable rooms</e2> should be provided within the open-plan space.",selection
2b60007d-59a3-4a18-a184-89e76ee17454,Masonry construction: external or cavity wall insulation should extend below the damp-proof course (where applicable) and be at least the equivalent of one full block height (215mm) below the underside of the floor structure/slab and beyond the depth of the floor insulation.,{'ID': '161_UK_DocL_V1_ConsrvationOfFuelAndPower'},Masonry construction: <e1>external</e1> or <e2>cavity</e2> wall insulation should extend below the damp-proof course (where applicable) and be at least the equivalent of one full block height (215mm) below the underside of the floor structure/slab and beyond the depth of the floor insulation.,none
46ee0eda-086a-40ab-8e8f-bfa4c85abd49,"If the indoor access route leading to an evacuation area in a non-residential building is via the indoor stairs in the area, these stairs must be wide enough that they can be used to transport an immobile individual on a stretcher.",{'ID': '16_Finnish_SafetyOfUse'},"If the <e1>indoor</e1> access route <e2>leading to an evacuation area in a non-residential building</e2> is via the indoor stairs in the area, these stairs must be wide enough that they can be used to transport an immobile individual on a stretcher.",none
7c74b365-6fdd-494d-9675-3ae036c55348,Ladders and other structural elements at emergency exits and service routes must be designed and constructed so that they can also be used in an emergency situation.,{'ID': '82_Finnish_SafetyOfUse'},Ladders and other structural elements at <e1>emergency exits</e1> and service routes must be <e2>designed and constructed</e2> so that they can also be used in an emergency situation.,none
99a53f17-48cb-4012-a47b-700761e0983b,Where a new building which is not a residential building or a mixed-use building has more than 10 parking spaces (a) one of those parking spaces must have access to one electric vehicle charge point; and (b) cable routes for electric vehicle charge points must be installed in a minimum of one fifth of the total number of remaining parking spaces.,{'ID': '61_UK_DocS_InfrastructureForChargingOfElectricalVehicles'},Where a new <e1>building</e1> which is not a residential building or a mixed-use building has more than 10 <e2>parking spaces</e2> (a) one of those parking spaces must have access to one electric vehicle charge point; and (b) cable routes for electric vehicle charge points must be installed in a minimum of one fifth of the total number of remaining parking spaces.,part-of
b6e6ebce-e75f-4fae-b9a2-e35c164b3fb4,"Where onsite electricity generation and storage is installed, such as photovoltaic panels or battery storage, systems should be an appropriate size for the site, available infrastructure and onsite energy demand.",{'ID': '342_UK_DocL_V1_ConsrvationOfFuelAndPower'},"Where onsite electricity generation and storage is installed, such as <e1>photovoltaic panels</e1> or battery storage, <e2>systems</e2> should be an appropriate size for the site, available infrastructure and onsite energy demand.",none
c33e482e-252a-4e99-a905-7861a480d024,"Geo-location should be enabled to confirm the location, date and time of each image.",{'ID': '484_UK_DocL_V1_ConsrvationOfFuelAndPower'},"<e1>Geo-location</e1> should be <e2>enabled to confirm the location, date and time</e2> of each image.",selection
