example_id,content,processed_content,label,metadata
ec381965-2539-4bd6-9260-e667b4746a3a,To reduce the risks to the health of persons in buildings formaldehyde fumes given off by urea formaldehyde foams should not penetrate to occupied parts of buildings to an extent which would give rise to an irritant concentration.,To reduce the risks to the health of persons in buildings formaldehyde fumes given off by urea formaldehyde foams should not penetrate to occupied parts of buildings to an extent which would give rise to an irritant concentration .,B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality B-object I-object B-quality I-quality I-quality I-quality I-quality I-quality O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '4_UK_DocD_ToxicSubstances'}
56b3f993-37b5-4cb1-9540-432972f8056e,"In a mechanical ventilation system, the air handling units and chambers shall be able to withstand the loads caused by fan pressure while the shutoff dampers are closed.","In a mechanical ventilation system , the air handling units and chambers shall be able to withstand the loads caused by fan pressure while the shutoff dampers are closed .",O O B-quality B-object I-object O O B-object I-object I-object O B-object O O O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '99_Finnish_Health-IndoorClimateAndVentilation'}
45b99da0-5bce-49b7-9ce2-04810c7e5a19,"For recessed meter boxes on the cold side of the construction, insulation should be installed behind the enclosure.","For recessed meter boxes on the cold side of the construction , insulation should be installed behind the enclosure .",O B-quality B-object I-object O O B-property I-property O O B-object O B-object O O B-quality I-quality I-quality I-quality O,{'ID': '151_UK_DocL_V1_ConsrvationOfFuelAndPower'}
353ebb10-20b6-4100-acfa-1afed0784b33,Designs should clearly indicate means to limit disruption to the insulation.,Designs should clearly indicate means to limit disruption to the insulation .,B-object O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '150_UK_DocL_V1_ConsrvationOfFuelAndPower'}
2ff58135-b89d-40d1-a145-51aad9e5a942,"The landing in front of the outside door shall be at least 1,500 millimetres wide and at least 1,500 millimetres long.","The landing in front of the outside door shall be at least 1,500 millimetres wide and at least 1,500 millimetres long .",O B-object B-quality I-quality I-quality I-quality I-quality I-quality O O O O B-value I-value B-property O O O B-value I-value B-property O,{'ID': '16_Finnish_Accessibility'}
bc5a76fa-f0ec-47d5-b8e3-0e9458f3f140,"Foundations: wherever possible, blocks below the damp-proof course should be the same as those specified in the design for the above-ground main wall element (in masonry construction).","Foundations : wherever possible , blocks below the damp-proof course should be the same as those specified in the design for the above-ground main wall element ( in masonry construction ) .",B-object O O O O B-object B-quality I-quality I-quality I-quality O O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '159_UK_DocL_V1_ConsrvationOfFuelAndPower'}
750a4f32-2581-4040-ac8b-8e4ad59abd56,Extract ventilators in sanitary accommodation should be capable of continuous operation if required.,Extract ventilators in sanitary accommodation should be capable of continuous operation if required .,B-object I-object O B-object I-object O O B-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '48_UK_DocF_V2_Ventilation'}
41d06a37-5039-4dc0-aae1-0fe3abbd84fc,The building fabric should be constructed so that the insulation is reasonably continuous across newly built elements.,The building fabric should be constructed so that the insulation is reasonably continuous across newly built elements .,O B-object I-object O O B-quality O O O B-object O B-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '132_UK_DocL_V1_ConsrvationOfFuelAndPower'}
a86b58e8-046f-44b7-8e1b-00c876c8c647,"Parapets in categories A to E and panel parts of walls acting as parapets, as well as their fasteners, shall be designed to the concentrated load Qk = 0.3 kN acting on a random spot.","Parapets in categories A to E and panel parts of walls acting as parapets , as well as their fasteners , shall be designed to the concentrated load Qk = 0.3 kN acting on a random spot .",B-object O B-property B-value O B-value O B-object I-object O B-object B-quality I-quality I-quality O O O O O B-object O O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '30_Finnish_StabilityOfStructures'}
6e61f4b0-ddc1-44cb-9966-0e146933d032,"Where a separate-sex toilet washroom can be accessed by wheelchair users, it should be possible for them to use both a urinal, where appropriate, and a washbasin at a lower height than is provided for other users.","Where a separate-sex toilet washroom can be accessed by wheelchair users , it should be possible for them to use both a urinal , where appropriate , and a washbasin at a lower height than is provided for other users .",O O B-quality B-object I-object O O B-quality I-quality I-quality I-quality O O O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '171_UK_DocM_V2_AccessAndUseOfBuildings'}
33eb3a5a-584f-4d1e-84a0-35fe66954d80,Consideration should be given to the power requirements of essential (e.g. life safety) systems.,Consideration should be given to the power requirements of essential ( e.g . life safety ) systems .,B-object O O O O O B-property I-property O B-quality O O O B-object I-object O B-object O,{'ID': '323_UK_DocM_V2_AccessAndUseOfBuildings'}
54f4e30f-d171-4156-ae87-7aed3541dd18,Insulated cavity closers should be used for all construction types.,Insulated cavity closers should be used for all construction types .,B-quality B-object I-object O O B-quality I-quality I-quality I-quality I-quality O,{'ID': '165_UK_DocL_V1_ConsrvationOfFuelAndPower'}
cc72106e-9e7f-47cf-8a95-0173a8305dad,"In a new building, the crawl space height must be 0.8 metres on average at the minimum.","In a new building , the crawl space height must be 0.8 metres on average at the minimum .",O O B-quality B-object O O B-object I-object B-property O O B-value I-value O O O O O O,{'ID': '83_Finnish_Health-Humidity'}
1834463c-7e45-4148-8315-f750b5f047cb,"When the lift serves more than three storeys, it provides visual and audible indicators to identify the floor reached.","When the lift serves more than three storeys , it provides visual and audible indicators to identify the floor reached .",O O B-object B-quality I-quality I-quality I-quality I-quality O O O B-object I-object I-object I-object B-quality I-quality I-quality I-quality I-quality O,{'ID': '25_UK_DocM_V1_AccessAndUseOfBuildings'}
47b51cfa-bda8-4971-83c1-5aa198c59297,The loading area must be safe and appropriate.,The loading area must be safe and appropriate .,O B-object I-object O O B-quality O B-quality O,{'ID': '135_Finnish_SafetyOfUse'}
9691451a-57d5-484f-a346-0f83b59f7ae0,"Refreshment facilities, such as restaurants and bars, should be designed so that they can be reached and used by all people independently or with companions.","Refreshment facilities , such as restaurants and bars , should be designed so that they can be reached and used by all people independently or with companions .",B-object I-object O O O B-object O B-object O O O B-quality O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '137_UK_DocM_V2_AccessAndUseOfBuildings'}
c416d5e5-cb27-414c-b22e-7ed38be54ed1,There must be an automatic fire-extinguishing system that is suitable for its purpose and connected to the emergency centre.,There must be an automatic fire-extinguishing system that is suitable for its purpose and connected to the emergency centre .,O O O O B-quality B-object I-object O O B-quality I-quality I-quality I-quality O O O O B-object I-object O,{'ID': '232_Finnish_FireSafety'}
cc39ab97-8937-45f7-bc1f-bb2ccb95cb56,Drains shall convey foundation drainage water via drainage wells to a collection well.,Drains shall convey foundation drainage water via drainage wells to a collection well .,B-object O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '172_Finnish_Health-WaterAndSewerage'}
b0642cd3-50f1-4266-9d63-7437dcc85167,The building envelope should be insulated to a degree that is reasonable in the particular case.,The building envelope should be insulated to a degree that is reasonable in the particular case .,O B-object I-object O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '105_UK_DocM_V2_AccessAndUseOfBuildings'}
2cadb28f-a6c8-4fe2-b1c9-a918eb5437f9,On-site electricity generation systems must be commissioned to ensure that they produce as much electricity as is reasonable in the circumstances.,On-site electricity generation systems must be commissioned to ensure that they produce as much electricity as is reasonable in the circumstances .,B-quality B-object I-object I-object O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '372_UK_DocL_V1_ConsrvationOfFuelAndPower'}
aa921550-3c5f-470b-b578-1788f83b49a7,Uplighters mounted at low or floor level can disorientate some visually impaired people and should be avoided.,Uplighters mounted at low or floor level can disorientate some visually impaired people and should be avoided .,B-object B-quality I-quality I-quality I-quality I-quality I-quality O B-quality I-quality I-quality I-quality I-quality O O O B-quality O,{'ID': '153_UK_DocM_V2_AccessAndUseOfBuildings'}
efe70fd9-5cdd-4586-9ebc-73c2960b1e00,"If a fire door is kept open in normal use, it shall be equipped with devices that will close the door in the event of fire.","If a fire door is kept open in normal use , it shall be equipped with devices that will close the door in the event of fire .",O O B-object I-object O B-quality I-quality I-quality I-quality I-quality O B-object O O O O B-object I-object I-object I-object I-object I-object I-object I-object I-object I-object I-object O,{'ID': '120_Finnish_FireSafety'}
8e9ef8dc-18bd-4877-98cd-556aa4adee8f,"Reasonable provision shall be made for the conservation of fuel and power in buildings by: (a) limiting heat gains and losses (i) through thermal elements and other parts of the building fabric; and (ii) from pipes, ducts and vessels used for space heating, space cooling and hot water services; (b) providing fixed building services which (i) are energy efficient to a reasonable standard; (ii) have effective controls; and (iii) are commissioned by testing and adjusting as necessary to ensure they use no more fuel and power than is reasonable in the circumstances.","Reasonable provision shall be made for the conservation of fuel and power in buildings by : ( a ) limiting heat gains and losses ( i ) through thermal elements and other parts of the building fabric ; and ( ii ) from pipes , ducts and vessels used for space heating , space cooling and hot water services ; ( b ) providing fixed building services which ( i ) are energy efficient to a reasonable standard ; ( ii ) have effective controls ; and ( iii ) are commissioned by testing and adjusting as necessary to ensure they use no more fuel and power than is reasonable in the circumstances .",B-quality B-object O O O O O B-object I-object I-object I-object I-object O B-object O O O O O B-quality I-quality I-quality I-quality I-quality O O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O O O O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O O O O B-quality I-quality I-quality I-quality O O O O O B-quality I-quality I-quality I-quality I-quality I-quality O O O O O B-quality I-quality O O O O O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '431_UK_DocM_V2_AccessAndUseOfBuildings'}
9eb5bf01-3810-44e3-802b-7c7eadad1831,"Mechanical ventilation systems, including both continuous and intermittent mechanical ventilation, should be designed and installed to minimise noise.","Mechanical ventilation systems , including both continuous and intermittent mechanical ventilation , should be designed and installed to minimise noise .",B-quality B-object I-object O O O B-quality O B-quality B-property I-property O O O B-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '21_UK_DocF_V1_Ventilation'}
6e49e97f-54f6-4333-9b1e-84373a7defe8,The protective part of the barrier must extend to a height of at least 0.7 metres from the surface of the landing or step.,The protective part of the barrier must extend to a height of at least 0.7 metres from the surface of the landing or step .,O B-property I-property O O B-object O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '40_Finnish_SafetyOfUse'}
d74e2b5e-7284-49c1-b01f-50d5e9e47edf,Wheelchair users should be able to reach all the facilities available within the building.,Wheelchair users should be able to reach all the facilities available within the building .,B-object I-object O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '141_UK_DocM_V2_AccessAndUseOfBuildings'}
3e9fc57e-bc69-4f17-a056-dd7767afa9bb,"If the height of the building does not exceed 28 metres, access to the attic fire compartments from the outside shall be required.","If the height of the building does not exceed 28 metres , access to the attic fire compartments from the outside shall be required .",O O B-property O O B-object O O O B-value I-value O B-quality O O B-object B-object I-object B-quality I-quality I-quality O O O O,{'ID': '241_Finnish_FireSafety'}
aef92227-4c01-4c59-b96d-ce414540606b,"Appliances capable of burning both biomass fuel and fossil fuel the CO2 emission factor and primary energy factor for dua-lfuel appliances should be used, except where the building is in a smoke control area, when the anthracite figure should be used.","Appliances capable of burning both biomass fuel and fossil fuel the CO2 emission factor and primary energy factor for dua-lfuel appliances should be used , except where the building is in a smoke control area , when the anthracite figure should be used .",B-object B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O B-property I-property I-property O B-property I-property I-property B-quality I-quality I-quality O O O O O O O B-object O O O B-object I-object I-object O O O B-property I-property O O O O,{'ID': '63_UK_DocM_V2_AccessAndUseOfBuildings'}
3f6c0d6a-e423-4ea8-bf66-9515166fb265,The basement should be treated separately as a single-storey dwelling above ground level.,The basement should be treated separately as a single-storey dwelling above ground level .,O B-object O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '72_UK_DocF_V1_Ventilation'}
6e5e61dd-039d-4079-9c3f-f52fc12efefb,For continuing horizontal structures the loaded area shall be calculated span by span.,For continuing horizontal structures the loaded area shall be calculated span by span .,O B-quality B-quality B-object O B-object I-object O O B-quality I-quality I-quality I-quality O,{'ID': '12_Finnish_StabilityOfStructures'}
92f99822-6896-4ade-abbe-7598f8225b9e,"The information should be provided in a clear manner, for a non-technical audience.","The information should be provided in a clear manner , for a non-technical audience .",O B-object O O B-quality I-quality I-quality I-quality I-quality O B-quality I-quality I-quality I-quality O,{'ID': '93_UK_DocO_Overheating'}
8efb6108-e49e-4d64-a1e4-22e3f9128b17,"When calculating the reference heat loss of a building, the value of 2.0 m3/(h m2) shall be used as the reference value for the air leakage rate figure for the building envelope.","When calculating the reference heat loss of a building , the value of 2.0 m3/ ( h m2 ) shall be used as the reference value for the air leakage rate figure for the building envelope .",O O O O O O O O O O O O O B-value I-value I-value I-value I-value I-value O O O O O B-property I-property O O B-property I-property I-property I-property O O B-object B-object O,{'ID': '136_Finnish_EnergyEfficiency'}
8d11b1a7-732a-4153-9564-3f35cc111cb6,A dwelling that is only a basement should be treated as a single-storey dwelling above ground level.,A dwelling that is only a basement should be treated as a single-storey dwelling above ground level .,O B-object O O B-quality I-quality I-quality O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '74_UK_DocF_V1_Ventilation'}
35cacecf-06dc-4b0f-aadb-db2ee05518c7,The area of windows and roof windows (but excluding display windows) within the area served exceeds 40 of the facade area.,The area of windows and roof windows ( but excluding display windows ) within the area served exceeds 40 of the facade area .,O B-property O B-object O B-object I-object O O B-quality I-quality I-quality O B-quality I-quality I-quality I-quality O B-value O O B-property I-property O,{'ID': '495_UK_DocM_V2_AccessAndUseOfBuildings'}
a15ee053-da1e-44cd-bdd9-76cdcb68eaee,"Whenever the building is moved to a new location, in which its intended time of use is less than two years, these calculations can be provided as evidence that the energy efficiency requirements are met.","Whenever the building is moved to a new location , in which its intended time of use is less than two years , these calculations can be provided as evidence that the energy efficiency requirements are met .",O O B-object O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O B-object I-object O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '87_UK_DocM_V2_AccessAndUseOfBuildings'}
efd2d371-97de-4d5e-af06-e404ff71f316,The impact of the ground and crawl space on heat loss shall be taken into account in heat loss calculations.,The impact of the ground and crawl space on heat loss shall be taken into account in heat loss calculations .,O B-property O O B-object O B-object I-object O B-property I-property O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '91_Finnish_EnergyEfficiency'}
05dc10dc-6a9a-4e83-93d3-79fff4819f99,Standing areas must be terraced so that it is safe to move in the rows.,Standing areas must be terraced so that it is safe to move in the rows .,B-object I-object O O B-quality O O O O B-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '110_Finnish_SafetyOfUse'}
9f8c2fbb-a04e-42f9-8fa0-b7a905dbafa0,"The ventilation openings or slots leading to the ventilation space or gap of a structure equipped with a ventilation space or gap must be positioned so that the ventilation space or gap is fully usable as a ventilation air flow path and that the ventilation space or gap is free of enclosed, non-ventilated areas.","The ventilation openings or slots leading to the ventilation space or gap of a structure equipped with a ventilation space or gap must be positioned so that the ventilation space or gap is fully usable as a ventilation air flow path and that the ventilation space or gap is free of enclosed , non-ventilated areas .",O B-object B-object O B-object B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O O B-quality O O O B-object I-object I-object I-object O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O O O B-object I-object I-object I-object O B-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '40_Finnish_Health-Humidity'}
f51da5c6-7614-4719-8150-e22851e4aa12,"The building fabric should be constructed so that thermal bridging, including at the party wall, is reasonably limited.","The building fabric should be constructed so that thermal bridging , including at the party wall , is reasonably limited .",O B-object I-object O O B-quality O O B-object I-object O B-quality I-quality I-quality I-quality I-quality O O B-quality I-quality O,{'ID': '152_UK_DocL_V1_ConsrvationOfFuelAndPower'}
3ac96918-764f-403d-a588-37b5f4a16f46,"For absorption chillers used in conjunction with onsite CHP or a district heat network or community heating system, the CO2 emissions and primary energy should be calculated in the same way as when using CHP for heating.","For absorption chillers used in conjunction with onsite CHP or a district heat network or community heating system , the CO2 emissions and primary energy should be calculated in the same way as when using CHP for heating .",O B-object I-object B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O O B-property I-property O B-property I-property O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '284_UK_DocM_V2_AccessAndUseOfBuildings'}
783c19fa-0ef2-466f-b3e9-d4690e34ac5f,Where a system for onsite electricity generation is installed (a) reasonable provision must be made to ensure that (i) the system and its electrical output are appropriately sized for the site and available infrastructure; (ii) the system has effective controls; and (b) it must be commissioned by testing and adjusting as necessary to ensure that it produces the maximum electricity that is reasonable in the circumstances.,Where a system for onsite electricity generation is installed ( a ) reasonable provision must be made to ensure that ( i ) the system and its electrical output are appropriately sized for the site and available infrastructure ; ( ii ) the system has effective controls ; and ( b ) it must be commissioned by testing and adjusting as necessary to ensure that it produces the maximum electricity that is reasonable in the circumstances .,O O B-object I-object I-object I-object I-object O B-quality O O O O O O O O O O O O O O O B-object O O B-object I-object O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O O O O O B-object O B-quality B-object O O O O O B-object O O B-quality O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '214_UK_DocL_V1_ConsrvationOfFuelAndPower'}
cb2f2c09-8ae6-42a4-ac21-861c912c30f9,"In buildings more than 9 metres and at most 28 metres in height, the attic and roof must be accessible via the interior and exterior of the building; in buildings more than 28 metres in height, these must be accessible via the interior.","In buildings more than 9 metres and at most 28 metres in height , the attic and roof must be accessible via the interior and exterior of the building ; in buildings more than 28 metres in height , these must be accessible via the interior .",O B-object O O B-value I-value O O O B-value I-value O B-property O O B-object O B-object O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O O B-object O O B-value I-value O B-property O O O O B-quality I-quality I-quality I-quality O,{'ID': '126_Finnish_SafetyOfUse'}
c3cfbf29-a95f-4453-a7de-a8f6e4ca2ea8,"If sand, sludge, grease, petrol, oil or other detrimental physical or chemical substances may end up in the sewerage system or network or in the environment, the sewerage system shall be equipped with a separator or treatment device.","If sand , sludge , grease , petrol , oil or other detrimental physical or chemical substances may end up in the sewerage system or network or in the environment , the sewerage system shall be equipped with a separator or treatment device .",O B-object O B-object O B-object O B-object O B-object O O B-object I-object I-object I-object I-object O B-quality I-quality I-quality I-quality B-object I-object I-quality I-quality I-quality I-quality I-quality I-quality O O O O O O O O O B-object I-object I-object I-object O,{'ID': '152_Finnish_Health-WaterAndSewerage'}
86ce171d-4761-47f4-8492-4f4224636008,Rigid ducts should be used wherever possible.,Rigid ducts should be used wherever possible .,B-object I-object O O B-quality I-quality I-quality O,{'ID': '111_UK_DocF_V1_Ventilation'}
7dbe5dbf-39fb-4ba4-bc75-d6ac7898e615,"U-values for rooflights or rooflight-and-kerb assemblies should be based on the developed surface area of the rooflight (U-values), which is often greater than the area of the roof opening.","U-values for rooflights or rooflight-and-kerb assemblies should be based on the developed surface area of the rooflight ( U-values ) , which is often greater than the area of the roof opening .",B-property O B-object O B-object I-object O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '114_UK_DocL_V1_ConsrvationOfFuelAndPower'}
08efb7a8-1f9e-491b-8a6f-7043ec96ea3b,The methodology for determining costs should be consistent between all elements of the calculation to allow a fair comparison between the cost of the major renovation and the cost of electric vehicle charge point infrastructure.,The methodology for determining costs should be consistent between all elements of the calculation to allow a fair comparison between the cost of the major renovation and the cost of electric vehicle charge point infrastructure .,O B-object O B-quality I-quality O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '54_UK_DocS_InfrastructureForChargingOfElectricalVehicles'}
d5a90fc3-6477-476f-91f0-083444f3b68b,Ventilation should be controllable.,Ventilation should be controllable .,B-property O O B-quality O,{'ID': '63_UK_DocF_V1_Ventilation'}
b53bb0de-55cd-4505-95a1-cbffd3739047,A commissioning notice must be given to the building control body.,A commissioning notice must be given to the building control body .,O B-object I-object O O B-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '181_UK_DocF_V1_Ventilation'}
bb3ac5b0-14d0-4d75-95d9-713adc6f2f58,"Any walls, doors and windows should be insulated and draught-proofed to at least the same extent as in the existing dwelling.","Any walls , doors and windows should be insulated and draught-proofed to at least the same extent as in the existing dwelling .",O B-object O B-object O B-object O O B-quality O B-quality O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '433_UK_DocL_V1_ConsrvationOfFuelAndPower'}
84033aa1-c68d-457c-b7d8-893e879cd196,The pumping station shall be equipped with a malfunction detector.,The pumping station shall be equipped with a malfunction detector .,O B-object I-object O O O O O B-object I-object O,{'ID': '131_Finnish_Health-WaterAndSewerage'}
2319724e-2fd4-463b-bb59-0972073dc55a,"Both before and after a newly constructed dwelling is built, a notice must be given to the building control body of the calculations.","Both before and after a newly constructed dwelling is built , a notice must be given to the building control body of the calculations .",O O O O O B-quality I-quality B-object O B-quality O O B-object O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '44_UK_DocL_V1_ConsrvationOfFuelAndPower'}
f9de28ac-45bb-4400-9d9f-8afee73bd2e3,The number of appliances should not exceed one per 100m2 of dwelling floor area.,The number of appliances should not exceed one per 100m2 of dwelling floor area .,O B-property I-property I-property O O O B-value I-value I-value O B-object B-property I-property O,{'ID': '273_UK_DocL_V1_ConsrvationOfFuelAndPower'}
82aa0792-8ea3-414a-9952-933b4959b782,"NOTE: All boilers should be used in the calculation, including any that are identical.","NOTE : All boilers should be used in the calculation , including any that are identical .",O O B-quality B-object O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '249_UK_DocM_V2_AccessAndUseOfBuildings'}
5ebe90af-93ee-4d92-96fd-44b674d5e1a5,Systems should be designed so that they can be commissioned to suitable ventilation rates so that spaces are not significantly over-ventilated.,Systems should be designed so that they can be commissioned to suitable ventilation rates so that spaces are not significantly over-ventilated .,B-object O O B-quality O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '335_UK_DocL_V1_ConsrvationOfFuelAndPower'}
bb9ec292-062b-43c3-8590-856dd5f6b890,"The building primary energy rate and building emission rate calculated using the measured air permeability must not be higher than the target primary energy rate and target emission rate, respectively.","The building primary energy rate and building emission rate calculated using the measured air permeability must not be higher than the target primary energy rate and target emission rate , respectively .",O B-property I-property I-property I-property O B-property I-property I-property B-quality I-quality I-quality I-quality I-quality I-quality O O O O O O B-property I-property I-property I-property O B-property I-property I-property O O O,{'ID': '357_UK_DocM_V2_AccessAndUseOfBuildings'}
31e6f85a-97ea-4224-9144-bc3d1daad96d,Consideration should be given to providing a low level urinal for children in male washrooms.,Consideration should be given to providing a low level urinal for children in male washrooms .,B-object O O O O O O B-quality I-quality B-object B-quality I-quality O B-object I-object O,{'ID': '174_UK_DocM_V2_AccessAndUseOfBuildings'}
02648917-f651-4c45-9449-1623cafd6cdc,Public Health Englands Indoor Air Quality Guidelines for Selected Volatile Organic Compounds (VOCs) in the UK should be used.,Public Health Englands Indoor Air Quality Guidelines for Selected Volatile Organic Compounds ( VOCs ) in the UK should be used .,B-object I-object I-object I-object I-object I-object I-object O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O O B-quality O,{'ID': '118_UK_DocF_V2_Ventilation'}
da4d5959-6e64-4e04-a1f3-8b42b6addab0,The outdoor air flow used in the calculations for buildings other than those in intended use categories 1 and 2 outside the occupancy period shall be at least 0.15 dm3/s per m2.,The outdoor air flow used in the calculations for buildings other than those in intended use categories 1 and 2 outside the occupancy period shall be at least 0.15 dm3/s per m2 .,O B-quality B-property I-property B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O O O O B-value I-value I-value I-value O,{'ID': '67_Finnish_EnergyEfficiency'}
60205cf2-fa87-4195-9415-a6fb144a9b72,"Entrances and passageways to playgrounds and recreation areas used in the wintertime, as well as street areas surrounding the building and other public areas, must be protected from snow and ice falling from the roof of the building using snow barriers, taking into account the pitch of the roof.","Entrances and passageways to playgrounds and recreation areas used in the wintertime , as well as street areas surrounding the building and other public areas , must be protected from snow and ice falling from the roof of the building using snow barriers , taking into account the pitch of the roof .",B-object O B-object O B-object O B-object I-object B-quality I-quality I-quality I-quality O O O O B-object I-object B-quality I-quality I-quality I-quality I-quality I-quality I-quality O O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '96_Finnish_SafetyOfUse'}
d6a2b6b7-57d2-449d-89f5-56d3df4755e2,Any radiator or towel rail should be clear of all access zones.,Any radiator or towel rail should be clear of all access zones .,O B-object O B-object I-object O O B-quality I-quality I-quality I-quality I-quality O,{'ID': '56_UK_DocM_V1_AccessAndUseOfBuildings'}
15f74476-8f8e-48a3-8906-752c29fdebac,The results should be recorded and given to the building owner.,The results should be recorded and given to the building owner .,O B-object O O B-quality O O O O B-object I-object O,{'ID': '399_UK_DocM_V2_AccessAndUseOfBuildings'}
850d22c2-6ff0-4ab6-89e1-75368bad5aa6,Barriers on loading docks must not impede loading and unloading.,Barriers on loading docks must not impede loading and unloading .,B-object O B-object I-object O B-quality I-quality I-quality I-quality I-quality O,{'ID': '136_Finnish_SafetyOfUse'}
