id,text,text-fixed
996_UK_UK_Approved_Document_A,"The depth to the underside of foundations on clay soils should not be less than 0.75m on low shrinkage clay soils, 0.9m on medium shrinkage clay soils and 1.0m on high shrinkage clay soils, although these depths may need to be increased in order to transfer the loading onto satisfactory ground, or where there are trees nearby.","The depth to the underside of foundations on clay soils should not be less than 0.75m on low shrinkage clay soils, 0.9m on medium shrinkage clay soils and 1.0m on high shrinkage clay soils, although these depths may need to be increased in order to transfer the loading onto satisfactory ground, or where there are trees nearby."
1000_UK_UK_Approved_Document_A,"vehicle barrier, then account should be taken of the additional imposed loading, as stipulated in Approved Document K, Protection from falling, collision and impact.","vehicle barrier, then account should be taken of the additional imposed loading, as stipulated in Approved Document K, Protection from falling, collision and impact."
1001_UK_UK_Approved_Document_A,"Where the wall cladding is required to safely withstand lateral pressures from crowds, an appropriate design loading is given in BS EN 1991-1-1:2002 with its UK National Annex and the Guide to Safety at Sports Grounds (4th Edition, 1997).","Where the wall cladding is required to safely withstand lateral pressures from crowds, an appropriate design loading is given in BS EN 1991-1-1:2002 with its UK National Annex and the Guide to Safety at Sports Grounds (4th Edition, 1997)."
1003_UK_UK_Approved_Document_A,cladding should be determined from a consideration of the proven performance of the fixing and the risks associated with the particular application.,The selection of fixings for supporting cladding should be determined from a consideration of the proven performance of the fixing and the risks associated with the particular application.
1004_UK_UK_Approved_Document_A,In this regard applications should be designated as being either non-redundant (where the failure of a single fixing could lead to the detachment of the cladding) or redundant (where failure or excessive movement of one fixing results in load sharing by adjacent fixings) and the required reliability of the fixing determined accordingly.,In this regard applications should be designated as being either non-redundant (where the failure of a single fixing could lead to the detachment of the cladding) or redundant (where failure or excessive movement of one fixing results in load sharing by adjacent fixings) and the required reliability of the fixing determined accordingly.
1006_UK_UK_Approved_Document_A,"Guideline for European Technical Approval Metal Anchors for use in Concrete Parts 1-5, which cover both redundant and non-redundant applications, and Part 6 which covers ‘Anchors for multiple use in non-structural applications’ and which can effectively be regarded as covering redundant use.","Guideline for European Technical Approval Metal Anchors for use in Concrete Parts 1-5, which cover both redundant and non-redundant applications, and Part 6 which covers ‘Anchors for multiple use in non-structural applications’ and which can effectively be regarded as covering redundant use."
1007_UK_UK_Approved_Document_A,The UK definition of ‘multiple use’ is contained in an annexe to ETAG Part 6 and is framed in such a way that all applications can be validated as to whether or not they conform to this category without calculation.,The UK definition of ‘multiple use’ is contained in an annexe to ETAG Part 6 and is framed in such a way that all applications can be validated as to whether or not they conform to this category without calculation.
1008_UK_UK_Approved_Document_A,All ETAG parts may be downloaded in English from www.eota.be.,All ETAG parts may be downloaded in English from www.eota.be.
1009_UK_UK_Approved_Document_A,"The strength of fixings should be derived from tests using materials representative of the material into which the fixing is to be anchored, taking account of any inherent weaknesses that may affect the strength of the fixing, e.g. cracks in concrete due to shrinkage and flexure, or voids in masonry construction.","The strength of fixings should be derived from tests using materials representative of the material into which the fixing is to be anchored, taking account of any inherent weaknesses that may affect the strength of the fixing, e.g. cracks in concrete due to shrinkage and flexure, or voids in masonry construction."
1010_UK_UK_Approved_Document_A,The design loads will generally be available from the manufacturer’s test data determined from an ETA or an extant British Standard.,The design loads will generally be available from the manufacturer’s test data determined from an ETA or an extant British Standard.
1011_UK_UK_Approved_Document_A,Note: ETAs are available which cover use either in both cracked and non-cracked concrete or in non-cracked concrete only.,Note: ETAs are available which cover use either in both cracked and non-cracked concrete or in non-cracked concrete only.
1012_UK_UK_Approved_Document_A,Those which cover both cracked and non-cracked concrete allow higher loads for use in non-cracked than in cracked concrete.,Those which cover both cracked and non-cracked concrete allow higher loads for use in non-cracked than in cracked concrete.
1014_UK_UK_Approved_Document_A,Wall cladding presents a hazard if it becomes detached from the building.,Wall cladding presents a hazard if it becomes detached from the building.
1015_UK_UK_Approved_Document_A,This section provides guidance on the support and fixing of wall cladding.,This section provides guidance on the support and fixing of wall cladding.
1016_UK_UK_Approved_Document_A,An acceptable level of safety can be achieved by different means depending on the type and location of the cladding.,An acceptable level of safety can be achieved by different means depending on the type and location of the cladding.
1017_UK_UK_Approved_Document_A,"The guidance given relates to all forms of cladding, including curtain walling and glass facades.","The guidance given relates to all forms of cladding, including curtain walling and glass facades."
1018_UK_UK_Approved_Document_A,"It is not intended to provide guidance concerning the weather resistance of wall cladding which is included in Approved Document C, Site preparation and resistance to contaminants and moisture, or guidance on resistance to spread of fire which is included in Approved Document B, Fire safety, or guidance in relation to sound insulation, which is included in Approved Document E, Resistance to the passage of sound.","It is not intended to provide guidance concerning the weather resistance of wall cladding which is included in Approved Document C, Site preparation and resistance to contaminants and moisture, or guidance on resistance to spread of fire which is included in Approved Document B, Fire safety, or guidance in relation to sound insulation, which is included in Approved Document E, Resistance to the passage of sound."
1021_UK_UK_Approved_Document_A,"The cladding will meet the safety a. the cladding is capable of safely sustaining and transmitting to the supporting structure of the building all dead, imposed and wind loads, and","The cladding will meet the safety a. the cladding is capable of safely sustaining and transmitting to the supporting structure of the building all dead, imposed and wind loads, and"
1022_UK_UK_Approved_Document_A,the cladding is securely fixed to and supported by the structure of the building.,the cladding is securely fixed to and supported by the structure of the building.
1023_UK_UK_Approved_Document_A,"This shall comprise both vertical support and horizontal restraint, and","This shall comprise both vertical support and horizontal restraint, and"
1024_UK_UK_Approved_Document_A,"provision is made, where necessary, to accommodate differential movement of the cladding and the supporting structure of the building, and","provision is made, where necessary, to accommodate differential movement of the cladding and the supporting structure of the building, and"
1025_UK_UK_Approved_Document_A,the cladding and its fixings (including any support components) are of durable materials; the design life of the fixings being not less than that of the cladding.,the cladding and its fixings (including any support components) are of durable materials; the design life of the fixings being not less than that of the cladding.
1026_UK_UK_Approved_Document_A,Fixings shall be corrosion resistant and of a material type appropriate for the local environment.,Fixings shall be corrosion resistant and of a material type appropriate for the local environment.
1028_UK_UK_Approved_Document_A,Wind loading on the cladding should be derived from BS EN 1991-1-4:2005 with its UK National Annex with due consideration given to local increases in wind suction arising from funnelling of the wind through gaps between buildings.,Wind loading on the cladding should be derived from BS EN 1991-1-4:2005 with its UK National Annex with due consideration given to local increases in wind suction arising from funnelling of the wind through gaps between buildings.
1029_UK_UK_Approved_Document_A,"Where the cladding is required to support other fixtures, e.g. handrails, and fittings, e.g. antennae and signboards, account should be taken of the loads and forces arising from such fixtures and fittings.","Where the cladding is required to support other fixtures, e.g. handrails, and fittings, e.g. antennae and signboards, account should be taken of the loads and forces arising from such fixtures and fittings."
1032_UK_UK_Approved_Document_A,Guidance notes published by the Construction Fixings Association www.fixingscfa.co.uk.,Guidance notes published by the Construction Fixings Association www.fixingscfa.co.uk.
1033_UK_UK_Approved_Document_A,Guidance Note: Procedure for Site Testing Construction Fixings (1994).,Guidance Note: Procedure for Site Testing Construction Fixings (1994).
1034_UK_UK_Approved_Document_A,Guidance Note: European Technical Approvals for Construction Fixings (1998).,Guidance Note: European Technical Approvals for Construction Fixings (1998).
1035_UK_UK_Approved_Document_A,Guidance Note: Anchor Selection (1995).,Guidance Note: Anchor Selection (1995).
1036_UK_UK_Approved_Document_A,Guidance Note: Fixings and Fire (1998).,Guidance Note: Fixings and Fire (1998).
1037_UK_UK_Approved_Document_A,Guidance Note: Anchor Installation (1996).,Guidance Note: Anchor Installation (1996).
1038_UK_UK_Approved_Document_A,Guidance Note: Bonded Anchors (1999).,Guidance Note: Bonded Anchors (1999).
1039_UK_UK_Approved_Document_A,Guidance Note: Heavy Duty Expansion Anchors (1997).,Guidance Note: Heavy Duty Expansion Anchors (1997).
1040_UK_UK_Approved_Document_A,Guidance Note: Fixings for Brickwork and Blockwork (1997).,Guidance Note: Fixings for Brickwork and Blockwork (1997).
1041_UK_UK_Approved_Document_A,Guidance Note: Undercut Anchors (1998).,Guidance Note: Undercut Anchors (1998).
1042_UK_UK_Approved_Document_A,Guidance Note: Fixings and Corrosion (2002).,Guidance Note: Fixings and Corrosion (2002).
1044_UK_UK_Approved_Document_A,The use of large panels of glass in 3.9 cladding of walls and roofs where the cladding is not divided into small areas by load-bearing framing requires special consideration.,The use of large panels of glass in 3.9 cladding of walls and roofs where the cladding is not divided into small areas by load-bearing framing requires special consideration.
1045_UK_UK_Approved_Document_A,Guidance is given in the following documents:,Guidance is given in the following documents:
1046_UK_UK_Approved_Document_A,"The Institution of Structural Engineers’ Report on ‘Structural use of glass in buildings’ dated 1999, available from 11 Upper Belgrave Street, London SW1X 8BH.","The Institution of Structural Engineers’ Report on ‘Structural use of glass in buildings’ dated 1999, available from 11 Upper Belgrave Street, London SW1X 8BH."
1047_UK_UK_Approved_Document_A,‘Nickel sulfide in toughened glass’ published by the Centre for Window Cladding and Technology dated 2000.,‘Nickel sulfide in toughened glass’ published by the Centre for Window Cladding and Technology dated 2000.
1048_UK_UK_Approved_Document_A,Further guidance on cladding is given in the following documents:,Further guidance on cladding is given in the following documents:
1049_UK_UK_Approved_Document_A,The Institution of Structural Engineers’ Report on ‘Aspects of Cladding’ dated 1995.,The Institution of Structural Engineers’ Report on ‘Aspects of Cladding’ dated 1995.
1050_UK_UK_Approved_Document_A,The Institution of Structural Engineers’ Report on ‘Guide to the structural use of adhesives’ dated 1999.,The Institution of Structural Engineers’ Report on ‘Guide to the structural use of adhesives’ dated 1999.
1051_UK_UK_Approved_Document_A,BS 8297:2000 Code of practice for the design and installation of non-load-bearing precast concrete cladding.,BS 8297:2000 Code of practice for the design and installation of non-load-bearing precast concrete cladding.
1052_UK_UK_Approved_Document_A,BS 8298:2010 Code of practice for the design and installation of natural stone cladding and lining.,BS 8298:2010 Code of practice for the design and installation of natural stone cladding and lining.
1053_UK_UK_Approved_Document_A,Additional guidance on fixings is given in the following documents:,Additional guidance on fixings is given in the following documents:
1054_UK_UK_Approved_Document_A,"ETAG No. 001 1997 Guideline for European Technical Approvals of Metal Anchors for use in Concrete, European Organisation for Technical Assessment (EOTA), Brussels.","ETAG No. 001 1997 Guideline for European Technical Approvals of Metal Anchors for use in Concrete, European Organisation for Technical Assessment (EOTA), Brussels."
1055_UK_UK_Approved_Document_A,All EOTA parts may be downloaded in English from www.eota.be.,All EOTA parts may be downloaded in English from www.eota.be.
1056_UK_UK_Approved_Document_A,Part 1 Anchors in general.,Part 1 Anchors in general.
1057_UK_UK_Approved_Document_A,Part 2 Torque controlled anchors.,Part 2 Torque controlled anchors.
1058_UK_UK_Approved_Document_A,Part 3 Undercut anchors.,Part 3 Undercut anchors.
1059_UK_UK_Approved_Document_A,Part 4 Deformation controlled anchors.,Part 4 Deformation controlled anchors.
1060_UK_UK_Approved_Document_A,Part 5 Bonded anchors.,Part 5 Bonded anchors.
1061_UK_UK_Approved_Document_A,Part 6 Metal anchors for redundant use in concrete for lightweight systems.,Part 6 Metal anchors for redundant use in concrete for lightweight systems.
1062_UK_UK_Approved_Document_A,BS 5080-1:1993 Structural fixings in concrete and masonry.,BS 5080-1:1993 Structural fixings in concrete and masonry.
1063_UK_UK_Approved_Document_A,Method of test for tensile loading.,Method of test for tensile loading.
1064_UK_UK_Approved_Document_A,CIRIA Report RP 566 Cladding Fixings: Good practice guidance.,CIRIA Report RP 566 Cladding Fixings: Good practice guidance.
1065_UK_UK_Approved_Document_A,CIRIA Reports C579 and C589 Retention of masonry facades – Best practice guide.,CIRIA Reports C579 and C589 Retention of masonry facades – Best practice guide.
1071_UK_UK_Approved_Document_A,1:2002 with its UK National Annex.,"All materials used to cover roofs, excluding windows of glass in residential buildings with roof pitches of not less than 15°, shall be capable of safely withstanding the concentrated imposed loads upon roofs specified in BS EN 1991-1-1:2002 with its UK National Annex."
1072_UK_UK_Approved_Document_A,Transparent or translucent covering materials for roofs not accessible except for normal maintenance and repair are excluded from the requirement to carry the concentrated imposed load upon roofs if they are non-fragile or are otherwise suitably protected against collapse.,Transparent or translucent covering materials for roofs not accessible except for normal maintenance and repair are excluded from the requirement to carry the concentrated imposed load upon roofs if they are non-fragile or are otherwise suitably protected against collapse.
1074_UK_UK_Approved_Document_A,undertaken to extend the useful life of buildings.,The re-covering of roofs is commonly undertaken to extend the useful life of buildings.
1075_UK_UK_Approved_Document_A,Roof structures may be required to carry underdrawing or insulation provided at a time later than their initial construction.,Roof structures may be required to carry underdrawing or insulation provided at a time later than their initial construction.
1076_UK_UK_Approved_Document_A,This section provides guidance on determining whether such work to a roof constitutes a material alteration under the Building Regulations.,This section provides guidance on determining whether such work to a roof constitutes a material alteration under the Building Regulations.
1077_UK_UK_Approved_Document_A,Where the work involves a significant change in the applied loading the structural integrity of the roof structure and the supporting structure should be checked to ensure that upon completion of the work the building is not less compliant with Requirement A1 than the original building.,Where the work involves a significant change in the applied loading the structural integrity of the roof structure and the supporting structure should be checked to ensure that upon completion of the work the building is not less compliant with Requirement A1 than the original building.
1078_UK_UK_Approved_Document_A,A significant change in roof loading is 4.4 when the loading upon the roof is increased by more than 15%.,A significant change in roof loading is 4.4 when the loading upon the roof is increased by more than 15%.
1079_UK_UK_Approved_Document_A,Consideration might also be given to whether the roof covering being replaced is the original as-built covering.,Consideration might also be given to whether the roof covering being replaced is the original as-built covering.
1080_UK_UK_Approved_Document_A,"Where such checking of the existing roof structure indicates that the construction is unable to sustain any proposed increase in loading (e.g. due to overstressed members or unacceptable deflection leading to ponding), appropriate strengthening work or replacement of roofing members should be undertaken.","Where such checking of the existing roof structure indicates that the construction is unable to sustain any proposed increase in loading (e.g. due to overstressed members or unacceptable deflection leading to ponding), appropriate strengthening work or replacement of roofing members should be undertaken."
1081_UK_UK_Approved_Document_A,This is classified as a material alteration.,This is classified as a material alteration.
1082_UK_UK_Approved_Document_A,In carrying out the checks mentioned in 4.6 paragraph 4.3 an increase of stress in a structural member arising from increased loading does not necessarily indicate that the roof structure is less compliant than the original roof provided an adequate factor of safety is maintained.,In carrying out the checks mentioned in 4.6 paragraph 4.3 an increase of stress in a structural member arising from increased loading does not necessarily indicate that the roof structure is less compliant than the original roof provided an adequate factor of safety is maintained.
1083_UK_UK_Approved_Document_A,"Where work will significantly decrease the roof dead loading, the roof structure and its anchorage to the supporting structure should be checked to ensure that an adequate factor of safety is maintained against uplift of the roof under imposed wind loading.","Where work will significantly decrease the roof dead loading, the roof structure and its anchorage to the supporting structure should be checked to ensure that an adequate factor of safety is maintained against uplift of the roof under imposed wind loading."
1086_UK_UK_Approved_Document_A,This Approved Document deals with the following Requirements which are contained in the Building Regulations 2010.,This Approved Document deals with the following Requirements which are contained in the Building Regulations 2010.
1094_UK_UK_Approved_Document_A,In the Secretary of State’s view the Requirement of A3 will be met by an appropriate choice of measures to reduce the sensitivity of a building to disproportionate collapse should an accident occur.,In the Secretary of State’s view the Requirement of A3 will be met by an appropriate choice of measures to reduce the sensitivity of a building to disproportionate collapse should an accident occur.
1096_UK_UK_Approved_Document_A,means of meeting this performance criterion.,The guidance in Section 5 deals with the means of meeting this performance criterion.
1100_UK_UK_Approved_Document_A,"The requirement will be met by adopting the following approach for ensuring that the building is sufficiently robust to sustain a limited extent of damage or failure, depending on the consequence class of the building, without collapse.","The requirement will be met by adopting the following approach for ensuring that the building is sufficiently robust to sustain a limited extent of damage or failure, depending on the consequence class of the building, without collapse."
1101_UK_UK_Approved_Document_A,Determine the building’s consequence class from Table 11.,Determine the building’s consequence class from Table 11.
1102_UK_UK_Approved_Document_A,"For Consequence Class 1 buildings – Provided the building has been designed and constructed in accordance with the rules given in this Approved Document, or other guidance referenced under Section 1, for meeting compliance with Requirement A1 and A2 in normal use, no additional measures are likely to be necessary.","For Consequence Class 1 buildings – Provided the building has been designed and constructed in accordance with the rules given in this Approved Document, or other guidance referenced under Section 1, for meeting compliance with Requirement A1 and A2 in normal use, no additional measures are likely to be necessary."
1104_UK_UK_Approved_Document_A,bearing wall construction (the latter being defined in paragraph 5.3 below).,"For Consequence Class 2a buildings – In addition to the Consequence Class 1 measures, provide effective horizontal ties, or effective anchorage of suspended floors to walls, as described in the Standards listed under paragraph 5.2 for framed and load-bearing wall construction (the latter being defined in paragraph 5.3 below)."
1105_UK_UK_Approved_Document_A,"For Consequence Class 2b buildings – In addition to the Consequence Class 1 measures, provide effective horizontal ties, as described in the Standards listed under paragraph 5.2 for framed and load-bearing wall construction (the latter being defined in paragraph 5.3 below), together with effective vertical ties, as defined in the Standards listed under paragraph 5.2, in all supporting columns and walls.","For Consequence Class 2b buildings – In addition to the Consequence Class 1 measures, provide effective horizontal ties, as described in the Standards listed under paragraph 5.2 for framed and load-bearing wall construction (the latter being defined in paragraph 5.3 below), together with effective vertical ties, as defined in the Standards listed under paragraph 5.2, in all supporting columns and walls."
1106_UK_UK_Approved_Document_A,"Alternatively, check that upon the notional removal of each supporting column and each beam supporting one or more columns, or any nominal length of load-bearing wall (one at a time in each storey of the building), the building remains stable and that the area of floor at any storey at risk of collapse does not exceed 15% of the floor area of that storey or 100m2, whichever is smaller, and does not extend further than the immediate adjacent storeys (see Diagram 24).","Alternatively, check that upon the notional removal of each supporting column and each beam supporting one or more columns, or any nominal length of load-bearing wall (one at a time in each storey of the building), the building remains stable and that the area of floor at any storey at risk of collapse does not exceed 15% of the floor area of that storey or 100m2, whichever is smaller, and does not extend further than the immediate adjacent storeys (see Diagram 24)."
1107_UK_UK_Approved_Document_A,Critical situations for design should be selected that reflect the conditions that can reasonably be foreseen as possible during the life of the building.,Critical situations for design should be selected that reflect the conditions that can reasonably be foreseen as possible during the life of the building.
1108_UK_UK_Approved_Document_A,The structural form and concept and any protective measures should then be chosen and the detailed design of the structure and its elements undertaken in accordance with the recommendations given in the Standards given in paragraph 5.2.,The structural form and concept and any protective measures should then be chosen and the detailed design of the structure and its elements undertaken in accordance with the recommendations given in the Standards given in paragraph 5.2.
1110_UK_UK_Approved_Document_A,Eurocode – Basis of structural design; with UK National Annex to BS EN 1990:2002+A1:2005.,Eurocode – Basis of structural design; with UK National Annex to BS EN 1990:2002+A1:2005.
1111_UK_UK_Approved_Document_A,"Details of the effective horizontal and vertical ties including tie force determination, together with the design approaches for checking the integrity of the building following the notional removal of vertical members and the design of key elements, are given in the following Standards:","Details of the effective horizontal and vertical ties including tie force determination, together with the design approaches for checking the integrity of the building following the notional removal of vertical members and the design of key elements, are given in the following Standards:"
1119_UK_UK_Approved_Document_A,"Where the notional removal of such columns and lengths of walls would result in an extent of damage in excess of the above limit, then such elements should be designed as a ‘key element’ as defined in paragraph 5.3 below.","Where the notional removal of such columns and lengths of walls would result in an extent of damage in excess of the above limit, then such elements should be designed as a ‘key element’ as defined in paragraph 5.3 below."
1122_UK_UK_Approved_Document_A,"For Consequence Class 3 buildings – A systematic risk assessment of the building should be undertaken taking into account all the normal hazards that may reasonably be foreseen, together with any abnormal hazards.","For Consequence Class 3 buildings – A systematic risk assessment of the building should be undertaken taking into account all the normal hazards that may reasonably be foreseen, together with any abnormal hazards."
1129_UK_UK_Approved_Document_A,The nominal length of load-bearing wall construction referred to in 5.1d should be taken as follows:,The nominal length of load-bearing wall construction referred to in 5.1d should be taken as follows:
1130_UK_UK_Approved_Document_A,"− − in the case of a reinforced concrete wall, the distance between lateral supports subject to a maximum length not exceeding 2.25H,","in the case of a reinforced concrete wall, the distance between lateral supports subject to a maximum length not exceeding 2.25H,"
1131_UK_UK_Approved_Document_A,"in the case of an external masonry wall, or timber or steel stud wall, the length measured between vertical lateral supports,","in the case of an external masonry wall, or timber or steel stud wall, the length measured between vertical lateral supports,"
1132_UK_UK_Approved_Document_A,"− in the case of an internal masonry wall, or timber or steel stud wall, a length not exceeding 2.25H,","in the case of an internal masonry wall, or timber or steel stud wall, a length not exceeding 2.25H,"
1133_UK_UK_Approved_Document_A,where H is the storey height in metres.,where H is the storey height in metres.
1134_UK_UK_Approved_Document_A,Note: Annex A of BS EN 1991-1-7:2006 with its UK National Annex provides corresponding guidance.,Note: Annex A of BS EN 1991-1-7:2006 with its UK National Annex provides corresponding guidance.
1137_UK_UK_Approved_Document_A,having regard to the ultimate strength of such components and their connections.,"A ‘key element’, as referred to in paragraph 5.1d, should be capable of sustaining an accidental design loading of 34kN/m2 applied in the horizontal and vertical directions (in one direction at a time) to the member and any attached components (e.g. cladding etc.) having regard to the ultimate strength of such components and their connections."
1138_UK_UK_Approved_Document_A,Such accidental design loading should be assumed to act simultaneously with all other design loadings (i.e. wind and imposed loading) in accidental actions loading combination.,Such accidental design loading should be assumed to act simultaneously with all other design loadings (i.e. wind and imposed loading) in accidental actions loading combination.
1163_UK_UK_Approved_Document_A,For buildings intended for more than one type of use the Consequence Class should be that pertaining to the most onerous type.,For buildings intended for more than one type of use the Consequence Class should be that pertaining to the most onerous type.
1164_UK_UK_Approved_Document_A,"In determining the number of storeys in a building, basement storeys may be excluded provided such basement storeys fulfil the robustness requirements of Consequence Class 2b buildings.","In determining the number of storeys in a building, basement storeys may be excluded provided such basement storeys fulfil the robustness requirements of Consequence Class 2b buildings."
1165_UK_UK_Approved_Document_A,BS EN 1991-1-7:2006 with its UK National Annex also provides guidance that is comparable to Table 11.,BS EN 1991-1-7:2006 with its UK National Annex also provides guidance that is comparable to Table 11.
1169_UK_UK_Approved_Document_A,BS EN 1990:2002+A1:2005 with its UK National Annex provides guidance on accidental design loading and accidental actions loading combination for ‘key elements’ and expressions 6.11a and 6.11b of that Standard are relevant.,BS EN 1990:2002+A1:2005 with its UK National Annex provides guidance on accidental design loading and accidental actions loading combination for ‘key elements’ and expressions 6.11a and 6.11b of that Standard are relevant.
1170_UK_UK_Approved_Document_A,Note: Annex A of BS EN 1991-1-7:2006 with its UK National Annex provides corresponding guidance for ‘key elements’.,Note: Annex A of BS EN 1991-1-7:2006 with its UK National Annex provides corresponding guidance for ‘key elements’.
1173_UK_UK_Approved_Document_A,bearing wall construction’ includes masonry cross-wall construction and walls comprising close centred timber or lightweight steel section studs.,For the purposes of this Guidance the term ‘load-bearing wall construction’ includes masonry cross-wall construction and walls comprising close centred timber or lightweight steel section studs.
1175_UK_UK_Approved_Document_A,"As an alternative to Table 11, for any building which does not fall into the classes listed under Table 11, or for which the consequences of collapse may warrant particular examination of the risks involved, performance may be demonstrated using the recommendations given in the following Reports and Publication:","As an alternative to Table 11, for any building which does not fall into the classes listed under Table 11, or for which the consequences of collapse may warrant particular examination of the risks involved, performance may be demonstrated using the recommendations given in the following Reports and Publication:"
1176_UK_UK_Approved_Document_A,"‘Guidance on Robustness and Provision against Accidental Actions’, dated July 1999.","‘Guidance on Robustness and Provision against Accidental Actions’, dated July 1999."
1177_UK_UK_Approved_Document_A,‘Proposed Revised Guidance on meeting Compliance with the requirements of Building Regulation Part A3’.,‘Proposed Revised Guidance on meeting Compliance with the requirements of Building Regulation Part A3’.
1178_UK_UK_Approved_Document_A,Revision of the Allott and Lomax proposals.,Revision of the Allott and Lomax proposals.
1179_UK_UK_Approved_Document_A,Project Report No. 205966.,Project Report No. 205966.
1181_UK_UK_Approved_Document_A,‘Practical Guide to Structural Robustness and Disproportionate Collapse in Buildings’ dated October 2010.,‘Practical Guide to Structural Robustness and Disproportionate Collapse in Buildings’ dated October 2010.
1182_UK_UK_Approved_Document_A,"Published by The Institution of Structural Engineers, London.","Published by The Institution of Structural Engineers, London."
1184_UK_UK_Approved_Document_A,"Seismic design is not usually required for buildings classified by Table 11 as being in Consequence Classes 1, 2a and 2b.","Seismic design is not usually required for buildings classified by Table 11 as being in Consequence Classes 1, 2a and 2b."
1185_UK_UK_Approved_Document_A,"For buildings classified as Consequence Class 3 the risk assessment should consider if there is any need to carry out seismic design, although such a need is not an explicit requirement for these buildings.","For buildings classified as Consequence Class 3 the risk assessment should consider if there is any need to carry out seismic design, although such a need is not an explicit requirement for these buildings."
1199_UK_UK_Approved_Document_A,BS 5080-1:1993 Structural fixings in concrete and masonry.,BS 5080-1:1993 Structural fixings in concrete and masonry.
1200_UK_UK_Approved_Document_A,Method of test for tensile loading.,Method of test for tensile loading.
1201_UK_UK_Approved_Document_A,BS 8103-1:2011 Structural design of low-rise buildings.,BS 8103-1:2011 Structural design of low-rise buildings.
1202_UK_UK_Approved_Document_A,"Code of practice for stability, site investigation, foundations, precast concrete floors and ground floor slabs for housing.","Code of practice for stability, site investigation, foundations, precast concrete floors and ground floor slabs for housing."
1203_UK_UK_Approved_Document_A,BS 8103-2:2005 Structural design of low-rise buildings.,BS 8103-2:2005 Structural design of low-rise buildings.
1204_UK_UK_Approved_Document_A,Code of practice for masonry walls for housing.,Code of practice for masonry walls for housing.
1205_UK_UK_Approved_Document_A,BS 8103-3:2009 Structural design of low-rise buildings.,BS 8103-3:2009 Structural design of low-rise buildings.
1206_UK_UK_Approved_Document_A,Code of practice for timber floors and roofs for housing.,Code of practice for timber floors and roofs for housing.
1207_UK_UK_Approved_Document_A,BS 8297:2000 Code of practice for design and installation of non-loadbearing precast concrete cladding.,BS 8297:2000 Code of practice for design and installation of non-loadbearing precast concrete cladding.
1209_UK_UK_Approved_Document_A,BS 8298-1:2010 Code of practice for the design and installation of natural stone cladding and lining.,BS 8298-1:2010 Code of practice for the design and installation of natural stone cladding and lining.
1211_UK_UK_Approved_Document_A,BS 8298-2:2010 Code of practice for the design and installation of natural stone cladding and lining.,BS 8298-2:2010 Code of practice for the design and installation of natural stone cladding and lining.
1212_UK_UK_Approved_Document_A,Traditional handset external cladding.,Traditional handset external cladding.
1213_UK_UK_Approved_Document_A,BS 8298-3:2010 Code of practice for the design and installation of natural stone cladding and lining.,BS 8298-3:2010 Code of practice for the design and installation of natural stone cladding and lining.
1214_UK_UK_Approved_Document_A,Stone-faced pre-cast concrete cladding systems.,Stone-faced pre-cast concrete cladding systems.
1215_UK_UK_Approved_Document_A,BS 8298-4:2010 Code of practice for the design and installation of natural stone cladding and lining.,BS 8298-4:2010 Code of practice for the design and installation of natural stone cladding and lining.
1216_UK_UK_Approved_Document_A,Rainscreen and stone on metal frame cladding systems.,Rainscreen and stone on metal frame cladding systems.
1217_UK_UK_Approved_Document_A,BS 8500-1:2006+A1:2012 Concrete.,BS 8500-1:2006+A1:2012 Concrete.
1218_UK_UK_Approved_Document_A,Complementary British Standard to BS EN 206-1.,Complementary British Standard to BS EN 206-1.
1219_UK_UK_Approved_Document_A,Method of specifying and guidance for the specifier.,Method of specifying and guidance for the specifier.
1220_UK_UK_Approved_Document_A,BS 8500-2:2006+A1:2012 Concrete.,BS 8500-2:2006+A1:2012 Concrete.
1221_UK_UK_Approved_Document_A,Complementary British Standard to BS EN 206-1.,Complementary British Standard to BS EN 206-1.
1222_UK_UK_Approved_Document_A,Specification for constituent materials and concrete.,Specification for constituent materials and concrete.
1223_UK_UK_Approved_Document_A,BS EN 197-1:2011 Cement.,BS EN 197-1:2011 Cement.
1224_UK_UK_Approved_Document_A,"Composition, specifications and conformity criteria for common elements.","Composition, specifications and conformity criteria for common elements."
1225_UK_UK_Approved_Document_A,BS EN 197-2:2000 Cement.,BS EN 197-2:2000 Cement.
1227_UK_UK_Approved_Document_A,BS EN 771-1:2011 Specification for masonry units.,BS EN 771-1:2011 Specification for masonry units.
1228_UK_UK_Approved_Document_A,Clay masonry units.,Clay masonry units.
1229_UK_UK_Approved_Document_A,BS EN 771-2:2011 Specification for masonry units.,BS EN 771-2:2011 Specification for masonry units.
1230_UK_UK_Approved_Document_A,Calcium silicate masonry units.,Calcium silicate masonry units.
1232_UK_UK_Approved_Document_A,BS EN 771-3:2011 Specification for masonry units.,BS EN 771-3:2011 Specification for masonry units.
1233_UK_UK_Approved_Document_A,Aggregate concrete masonry units (dense and light-weight aggregates).,Aggregate concrete masonry units (dense and light-weight aggregates).
1235_UK_UK_Approved_Document_A,BS EN 771-4:2011 Specification for masonry units.,BS EN 771-4:2011 Specification for masonry units.
1236_UK_UK_Approved_Document_A,Autoclaved aerated concrete masonry units.,Autoclaved aerated concrete masonry units.
1237_UK_UK_Approved_Document_A,BS EN 771-5:2011 Specification for masonry units.,BS EN 771-5:2011 Specification for masonry units.
